OpportunityID,OpportunityName,LeadID,Channel,OutletID,AccountID,ContactID,OwnerUserID,LeadSource,CreatedOn,StageNo,Stage,Status,Probability,TotalUnits,EstimatedRevenueINR,ExpectedCloseDate,ActualCloseDate,LastActivityOn,FinanceType,HasExchangeVehicle,IsTender,LostReason
OPP-011207,Safari Diesel - Shruti Verma,LD-0027012,Retail,OUT01,,CON-020137,USR-017,Referral,2024-08-06 13:14:04,6,6-Closed Won,Won,100,1,1682443,2024-09-05,2024-08-25,2024-08-25 01:24:56,Cash,False,False,
OPP-011208,Safari Diesel - Kavya Kini,LD-0027014,Retail,OUT03,,CON-020138,USR-092,Referral,2024-08-04 21:55:20,7,7-Closed Lost,Lost,0,1,1684729,2024-09-03,2024-08-11,2024-08-11 05:04:18,Cash,True,False,Plan Postponed
OPP-011209,Tiago Petrol - Ravi Hegde,LD-0027017,Retail,OUT03,,CON-020139,USR-086,Walk-in,2024-08-03 10:55:01,6,6-Closed Won,Won,100,1,543510,2024-08-22,2024-09-03,2024-09-03 07:20:42,Cash,True,False,
OPP-011210,Nexon Petrol - Shilpa D'Souza,LD-0027021,Retail,OUT01,,CON-020140,USR-031,Walk-in,2024-08-04 02:06:27,7,7-Closed Lost,Lost,0,1,833221,2024-09-01,2024-08-04,2024-08-04 14:48:46,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-011211,Tiago Petrol - Rahul Acharya,LD-0027024,Retail,OUT04,,CON-020141,USR-121,Exchange Mela / Event,2024-08-02 21:52:38,6,6-Closed Won,Won,100,1,577697,2024-08-21,2024-08-30,2024-08-30 07:32:14,Cash,True,False,
OPP-011212,Punch CNG - Nandini Verma,LD-0027026,Retail,OUT06,,CON-020142,USR-169,Walk-in,2024-08-03 06:01:01,7,7-Closed Lost,Lost,0,1,709212,2024-09-01,2024-08-18,2024-08-18 18:08:11,Bank Loan,False,False,Bought Competitor - Kia
OPP-011213,Tigor CNG - Prajwal Khan,LD-0027027,Retail,OUT02,,CON-020143,USR-046,Car Portal,2024-08-05 10:50:29,6,6-Closed Won,Won,100,1,809126,2024-09-08,2024-09-28,2024-09-28 13:45:12,Bank Loan,False,False,
OPP-011214,Punch Petrol - Pavan Khan,LD-0027029,Retail,OUT01,,CON-020144,USR-020,Walk-in,2024-08-02 23:25:49,7,7-Closed Lost,Lost,0,1,686667,2024-08-26,2024-08-10,2024-08-10 22:46:56,Bank Loan,True,False,Price / Discount
OPP-011215,Safari Diesel - Rohan Gowda,LD-0027030,Retail,OUT02,,CON-020145,USR-057,Dealer Website,2024-08-05 00:59:54,6,6-Closed Won,Won,100,1,1921707,2024-08-23,2024-09-03,2024-09-03 11:03:41,Bank Loan,False,False,
OPP-011216,Punch Petrol - Prakash Khan,LD-0027032,Retail,OUT03,,CON-020146,USR-101,Walk-in,2024-08-03 01:44:01,7,7-Closed Lost,Lost,0,1,594401,2024-08-23,2024-08-07,2024-08-07 08:12:23,Cash,False,False,Waiting Period Too Long
OPP-011217,Punch Petrol - Mohan Nair,LD-0027033,Retail,OUT04,,CON-020147,USR-113,Walk-in,2024-08-05 08:31:44,7,7-Closed Lost,Lost,0,1,642142,2024-08-27,2024-08-13,2024-08-13 04:00:09,Cash,False,False,Bought Competitor - Maruti Suzuki
OPP-011218,Safari Diesel - Bhavya Nair,LD-0027034,Retail,OUT04,,CON-020148,USR-111,Walk-in,2024-08-03 08:33:10,7,7-Closed Lost,Lost,0,1,1925950,2024-08-31,2024-08-14,2024-08-14 10:29:07,Bank Loan,False,False,Price / Discount
OPP-011219,Punch CNG - Bhavya Fernandes,LD-0027035,Retail,OUT05,,CON-020149,USR-155,Walk-in,2024-08-04 04:47:10,6,6-Closed Won,Won,100,1,836970,2024-08-26,2024-08-21,2024-08-21 15:57:03,Bank Loan,False,False,
OPP-011220,Nexon Diesel - Prajwal Naik,LD-0027036,Retail,OUT03,,CON-020150,USR-099,OEM Website Lead,2024-08-06 05:00:12,7,7-Closed Lost,Lost,0,1,1099582,2024-09-06,2024-08-17,2024-08-17 13:23:06,Cash,False,False,Price / Discount
OPP-011221,Srinidhi Leasing Pvt Ltd - 13x Tiago EV,LD-0027042,Corporate & Fleet,OUT08,ACC-02966,CON-005998,USR-216,Existing Customer,2024-08-10 13:29:01,7,7-Closed Lost,Lost,0,13,12190063,2024-10-14,2024-08-13,2024-08-13 11:00:06,Corporate Purchase,False,False,No Decision
OPP-011222,Harrier Diesel - Vidya Gowda,LD-0027044,Retail,OUT04,,CON-020151,USR-109,OEM Website Lead,2024-08-04 17:18:01,7,7-Closed Lost,Lost,0,1,1664253,2024-09-02,2024-08-15,2024-08-15 22:58:09,OEM Partner Finance,False,False,Plan Postponed
OPP-011223,Unity Self Drive Cars LLP - 7x Nexon EV,LD-0027045,Corporate & Fleet,OUT08,ACC-03332,CON-006756,USR-209,Corporate Tie-up,2024-08-16 21:46:30,6,6-Closed Won,Won,100,7,8705134,2024-11-06,2024-12-17,2024-12-17 19:48:37,Corporate Purchase,False,False,
OPP-011224,Tiago Petrol - Keerthi Kamath,LD-0027048,Retail,OUT06,,CON-020152,USR-174,Dealer Website,2024-08-06 10:57:11,6,6-Closed Won,Won,100,1,594639,2024-08-24,2024-08-27,2024-08-27 20:39:49,Bank Loan,False,False,
OPP-011225,Tiago Petrol - Ganesh Joshi,LD-0027052,Retail,OUT07,,CON-020153,USR-187,OEM Website Lead,2024-08-04 16:39:06,7,7-Closed Lost,Lost,0,1,598553,2024-08-24,2024-08-09,2024-08-09 11:10:44,Bank Loan,False,False,Not Responding
OPP-011226,Tiago Petrol - Swathi Angadi,LD-0027055,Retail,OUT04,,CON-020154,USR-129,Car Portal,2024-08-07 11:34:42,7,7-Closed Lost,Lost,0,1,557352,2024-09-08,2024-08-10,2024-08-10 11:30:37,Bank Loan,False,False,Bought Competitor - Mahindra
OPP-011227,Altroz Petrol - Priya Agarwal,LD-0027058,Retail,OUT03,,CON-020155,USR-096,Referral,2024-08-06 09:09:32,6,6-Closed Won,Won,100,1,751189,2024-08-29,2024-09-07,2024-09-07 05:18:36,Bank Loan,False,False,
OPP-011228,Nexon EV - Rashmi Kamath,LD-0027059,Retail,OUT03,,CON-020156,USR-096,OEM Website Lead,2024-08-07 20:40:13,7,7-Closed Lost,Lost,0,1,1486297,2024-08-27,2024-08-15,2024-08-15 11:42:53,Bank Loan,False,False,Plan Postponed
OPP-011229,Altroz CNG - Vikram Reddy,LD-0027060,Retail,OUT01,,CON-020157,USR-026,Referral,2024-08-07 10:18:51,7,7-Closed Lost,Lost,0,1,877300,2024-09-08,2024-08-25,2024-08-25 13:18:35,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-011230,Tigor Petrol - Lakshmi Naik,LD-0027067,Retail,OUT07,,CON-020158,USR-187,OEM Website Lead,2024-08-04 12:27:26,6,6-Closed Won,Won,100,1,678902,2024-08-30,2024-08-29,2024-08-29 04:32:21,Bank Loan,False,False,
OPP-011231,Altroz CNG - Arjun Acharya,LD-0027070,Retail,OUT05,,CON-020159,USR-147,Walk-in,2024-08-03 17:04:41,7,7-Closed Lost,Lost,0,1,855508,2024-09-07,2024-08-15,2024-08-15 05:30:52,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-011232,Punch CNG - Neha Swamy,LD-0027072,Retail,OUT04,,CON-020160,USR-121,Google Ads,2024-08-05 00:05:25,6,6-Closed Won,Won,100,1,815422,2024-09-01,2024-09-10,2024-09-10 08:44:43,Bank Loan,True,False,
OPP-011233,Altroz Petrol - Shashank Chandra,LD-0027073,Retail,OUT05,,CON-020161,USR-147,OEM Website Lead,2024-08-08 23:44:56,7,7-Closed Lost,Lost,0,1,678762,2024-08-30,2024-08-11,2024-08-11 11:57:06,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-011234,Tigor CNG - Meghana Pai,LD-0027078,Retail,OUT05,,CON-020162,USR-136,Walk-in,2024-08-03 14:20:24,7,7-Closed Lost,Lost,0,1,735638,2024-09-06,2024-08-07,2024-08-07 17:15:08,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-011235,Tiago Petrol - Uday Naik,LD-0027079,Retail,OUT03,,CON-020163,USR-101,Social Media Ads,2024-08-04 15:22:26,6,6-Closed Won,Won,100,1,637927,2024-09-04,2024-09-15,2024-09-15 00:46:52,Bank Loan,False,False,
OPP-011236,Nexon Diesel - Amit Iyer,LD-0027081,Retail,OUT07,,CON-020164,USR-189,Car Portal,2024-08-03 21:06:11,6,6-Closed Won,Won,100,1,1039031,2024-08-31,2024-09-14,2024-09-14 07:46:28,Cash,True,False,
OPP-011237,Punch Petrol - Raghu Sharma,LD-0027083,Retail,OUT04,,CON-020165,USR-121,Referral,2024-08-04 07:37:50,6,6-Closed Won,Won,100,1,589842,2024-09-06,2024-09-04,2024-09-04 02:06:29,Bank Loan,True,False,
OPP-011238,Harrier Diesel - Ramesh Nair,LD-0027085,Retail,OUT05,,CON-020166,USR-136,OEM Website Lead,2024-08-07 21:26:53,7,7-Closed Lost,Lost,0,1,1586080,2024-09-06,2024-08-16,2024-08-16 23:25:29,Bank Loan,True,False,Price / Discount
OPP-011239,Nexon Diesel - Kavya Sharma,LD-0027086,Retail,OUT02,,CON-020167,USR-057,OEM Website Lead,2024-08-05 22:44:19,6,6-Closed Won,Won,100,1,1025394,2024-08-26,2024-09-27,2024-09-27 17:36:12,Bank Loan,True,False,
OPP-011240,Royal Cabs LLP - 2x Tigor CNG,LD-0027087,Corporate & Fleet,OUT08,ACC-01054,CON-002284,USR-216,Referral,2024-08-10 12:18:42,6,6-Closed Won,Won,100,2,1408954,2024-11-20,2024-11-03,2024-11-03 18:45:49,Bank Loan,False,False,
OPP-011241,Tigor CNG - Shashank Kumar,LD-0027088,Retail,OUT07,,CON-020168,USR-187,Walk-in,2024-08-07 20:28:06,6,6-Closed Won,Won,100,1,846887,2024-08-26,2024-08-29,2024-08-29 13:49:42,OEM Partner Finance,False,False,
OPP-011242,Tiago Petrol - Pradeep Raju,LD-0027089,Retail,OUT01,,CON-020169,USR-035,Walk-in,2024-08-05 07:56:59,7,7-Closed Lost,Lost,0,1,656142,2024-08-31,2024-08-09,2024-08-09 10:00:16,Bank Loan,False,False,Price / Discount
OPP-011243,Punch Petrol - Keerthi Raju,LD-0027090,Retail,OUT01,,CON-020170,USR-012,Walk-in,2024-08-05 21:51:49,7,7-Closed Lost,Lost,0,1,631687,2024-09-05,2024-08-09,2024-08-09 07:19:45,Cash,False,False,Not Responding
OPP-011244,Tiago Petrol - Akshata Hegde,LD-0027095,Retail,OUT03,,CON-020171,USR-101,Walk-in,2024-08-04 06:55:49,6,6-Closed Won,Won,100,1,601561,2024-08-31,2024-09-10,2024-09-10 14:55:22,Bank Loan,False,False,
OPP-011245,Tiago EV - Sachin Khan,LD-0027097,Retail,OUT02,,CON-020172,USR-057,Referral,2024-08-06 02:04:44,7,7-Closed Lost,Lost,0,1,1084654,2024-08-27,2024-08-10,2024-08-10 15:40:40,Cash,False,False,Bought Competitor - Hyundai
OPP-011246,Harrier Diesel - Vani Patil,LD-0027098,Retail,OUT07,,CON-020173,USR-187,Social Media Ads,2024-08-05 01:41:17,7,7-Closed Lost,Lost,0,1,1661919,2024-08-24,2024-08-07,2024-08-07 02:52:48,Cash,True,False,Bought Competitor - Hyundai
OPP-011247,Altroz Petrol - Ganesh Gowda,LD-0027101,Retail,OUT04,,CON-020174,USR-121,Referral,2024-08-04 21:11:24,7,7-Closed Lost,Lost,0,1,781392,2024-08-28,2024-08-12,2024-08-12 00:07:57,Bank Loan,True,False,Waiting Period Too Long
OPP-011248,Punch CNG - Vidya Hegde,LD-0027102,Retail,OUT03,,CON-020175,USR-096,Exchange Mela / Event,2024-08-03 16:51:30,7,7-Closed Lost,Lost,0,1,757263,2024-09-04,2024-08-10,2024-08-10 00:08:40,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-011249,Punch Petrol - Nikhil Fernandes,LD-0027104,Retail,OUT07,,CON-020176,USR-185,Exchange Mela / Event,2024-08-07 23:59:42,6,6-Closed Won,Won,100,1,607837,2024-08-26,2024-09-06,2024-09-06 13:59:03,Bank Loan,False,False,
OPP-011250,Nexon Petrol - Neha Naik,LD-0027106,Retail,OUT04,,CON-020177,USR-113,Walk-in,2024-08-09 15:47:06,7,7-Closed Lost,Lost,0,1,821367,2024-09-13,2024-09-28,2024-09-28 22:42:03,Bank Loan,False,False,Bought Competitor - Kia
OPP-011251,Hoysala Car Subscription Services Pvt Lt - 18x Nexon EV,LD-0027108,Corporate & Fleet,OUT08,ACC-00610,CON-001340,USR-197,Existing Customer,2024-08-21 07:36:22,7,7-Closed Lost,Lost,0,18,26763904,2024-11-15,2024-09-11,2024-09-11 13:33:40,Corporate Purchase,False,False,Budget Freeze
OPP-011252,Harrier Diesel - Pallavi Shenoy,LD-0027110,Retail,OUT06,,CON-020178,USR-166,Walk-in,2024-08-03 18:11:01,7,7-Closed Lost,Lost,0,1,1759624,2024-09-07,2024-08-07,2024-08-07 13:41:13,OEM Partner Finance,False,False,Bought Competitor - Maruti Suzuki
OPP-011253,Altroz CNG - Aditya Raju,LD-0027111,Retail,OUT05,,CON-020179,USR-140,Walk-in,2024-08-05 17:36:06,6,6-Closed Won,Won,100,1,725127,2024-09-03,2024-09-04,2024-09-04 06:17:29,OEM Partner Finance,False,False,
OPP-011254,Tigor CNG - Rohan Kamath,LD-0027115,Retail,OUT03,,CON-020180,USR-086,OEM Website Lead,2024-08-06 02:38:53,6,6-Closed Won,Won,100,1,897979,2024-08-27,2024-08-27,2024-08-27 04:21:43,Bank Loan,False,False,
OPP-011255,Tiago Petrol - Anil D'Souza,LD-0027116,Retail,OUT01,,CON-020181,USR-026,Walk-in,2024-08-03 21:18:46,7,7-Closed Lost,Lost,0,1,575515,2024-08-28,2024-08-13,2024-08-13 19:21:22,Bank Loan,True,False,Price / Discount
OPP-011256,Punch EV - Pallavi Pinto,LD-0027118,Retail,OUT05,,CON-020182,USR-136,Walk-in,2024-08-03 22:45:01,7,7-Closed Lost,Lost,0,1,1236279,2024-08-29,2024-08-04,2024-08-04 21:51:59,OEM Partner Finance,False,False,Bought Competitor - Maruti Suzuki
OPP-011257,Altroz CNG - Ramesh Poojary,LD-0027119,Retail,OUT01,,CON-020183,USR-012,Walk-in,2024-08-08 05:30:56,7,7-Closed Lost,Lost,0,1,802443,2024-08-25,2024-08-10,2024-08-10 22:37:24,Cash,False,False,Bought Competitor - Hyundai
OPP-011258,Nexon Petrol - Gautam Singh,LD-0027121,Retail,OUT01,,CON-020184,USR-026,Walk-in,2024-08-05 19:56:21,7,7-Closed Lost,Lost,0,1,961752,2024-09-07,2024-08-07,2024-08-07 14:53:57,OEM Partner Finance,False,False,Waiting Period Too Long
OPP-011259,Harrier Diesel - Kiran Rao,LD-0027123,Retail,OUT01,,CON-020185,USR-026,Walk-in,2024-08-03 21:51:49,7,7-Closed Lost,Lost,0,1,1756780,2024-09-01,2024-08-20,2024-08-20 14:16:26,Bank Loan,True,False,Plan Postponed
OPP-011260,Punch EV - Kiran Chandra,LD-0027125,Retail,OUT04,,CON-020186,USR-117,Walk-in,2024-08-08 05:02:39,7,7-Closed Lost,Lost,0,1,1048441,2024-09-07,2024-08-12,2024-08-12 15:31:01,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-011261,Vinayaka Taxi Services - 8x Xpres-T EV,LD-0027127,Corporate & Fleet,OUT08,ACC-01076,CON-002343,USR-204,Existing Customer,2024-08-13 14:45:09,7,7-Closed Lost,Lost,0,8,8166784,2024-10-30,2024-09-25,2024-09-25 20:53:58,Corporate Purchase,False,False,No Decision
OPP-011262,Altroz Petrol - Pradeep Singh,LD-0027128,Retail,OUT01,,CON-020187,USR-012,Referral,2024-08-07 18:44:59,6,6-Closed Won,Won,100,1,735330,2024-09-01,2024-09-12,2024-09-12 15:41:29,Bank Loan,False,False,
OPP-011263,Nexon Petrol - Neha Iyer,LD-0027129,Retail,OUT04,,CON-020188,USR-111,Social Media Ads,2024-08-05 00:13:32,6,6-Closed Won,Won,100,1,920645,2024-09-03,2024-08-21,2024-08-21 20:38:31,Bank Loan,False,False,
OPP-011264,Tiago EV - Amit Kulkarni,LD-0027132,Retail,OUT07,,CON-020189,USR-187,Walk-in,2024-08-08 18:42:59,7,7-Closed Lost,Lost,0,1,821093,2024-09-07,2024-08-13,2024-08-13 22:41:50,Cash,True,False,Plan Postponed
OPP-011265,Nexon Petrol - Manjunath Desai,LD-0027133,Retail,OUT04,,CON-020190,USR-109,Walk-in,2024-08-05 03:38:50,7,7-Closed Lost,Lost,0,1,955733,2024-08-26,2024-08-18,2024-08-18 23:11:20,Bank Loan,True,False,Bought Competitor - Hyundai
OPP-011266,Safari Diesel - Anil Verma,LD-0027136,Retail,OUT01,,CON-020191,USR-026,Social Media Ads,2024-08-06 22:26:00,6,6-Closed Won,Won,100,1,1963089,2024-09-05,2024-08-24,2024-08-24 04:15:30,OEM Partner Finance,False,False,
OPP-011267,Nexon Petrol - Nayana Sharma,LD-0027137,Retail,OUT05,,CON-020192,USR-150,Car Portal,2024-08-08 20:37:00,7,7-Closed Lost,Lost,0,1,931291,2024-09-06,2024-08-26,2024-08-26 13:39:20,Bank Loan,False,False,Price / Discount
OPP-011268,Altroz CNG - Vinay Kumar,LD-0027140,Retail,OUT01,,CON-020193,USR-038,Car Portal,2024-08-05 21:42:11,7,7-Closed Lost,Lost,0,1,741858,2024-08-28,2024-08-18,2024-08-18 04:52:36,OEM Partner Finance,False,False,Bought Competitor - Mahindra
OPP-011269,Tunga Corporate Mobility Pvt Ltd - 29x Xpres-T EV,LD-0027145,Corporate & Fleet,OUT08,ACC-01365,CON-002915,USR-204,Tender / RFP,2024-08-11 16:44:36,6,6-Closed Won,Won,100,29,31334058,2025-01-13,2025-02-02,2025-02-02 14:32:42,Bank Loan,False,True,
OPP-011270,Tiago EV - Pooja Sharma,LD-0027146,Retail,OUT03,,CON-020194,USR-099,Dealer Website,2024-08-06 17:00:45,6,6-Closed Won,Won,100,1,920604,2024-09-06,2024-10-25,2024-10-25 12:34:38,OEM Partner Finance,False,False,
OPP-011271,Tiago CNG - Sowmya Gowda,LD-0027150,Retail,OUT04,,CON-020195,USR-129,Google Ads,2024-08-08 02:30:22,7,7-Closed Lost,Lost,0,1,708175,2024-09-05,2024-08-12,2024-08-12 14:55:07,Bank Loan,False,False,Not Responding
OPP-011272,Elite Employee Transport Solutions Pvt L - 3x Tigor CNG,LD-0027157,Corporate & Fleet,OUT08,ACC-04320,CON-008641,USR-216,Tender / RFP,2024-08-06 14:27:27,7,7-Closed Lost,Lost,0,3,2151452,2024-12-21,2024-10-09,2024-10-09 04:20:49,Bank Loan,False,True,Budget Freeze
OPP-011273,Chaitanya Tours & Travels Pvt Ltd - 16x Tigor CNG,LD-0027158,Corporate & Fleet,OUT08,ACC-02724,CON-005548,USR-216,Cold Call,2024-08-20 11:41:16,7,7-Closed Lost,Lost,0,16,13611805,2024-11-09,2024-10-25,2024-10-25 12:54:04,Corporate Purchase,False,False,Delivery Timeline
OPP-011274,Punch Petrol - Zoya Shetty,LD-0027161,Retail,OUT01,,CON-020196,USR-035,Dealer Website,2024-08-10 03:50:35,7,7-Closed Lost,Lost,0,1,765664,2024-09-01,2024-08-11,2024-08-11 07:14:43,Bank Loan,False,False,Price / Discount
OPP-011275,Nexon Petrol - Irfan Shetty,LD-0027166,Retail,OUT07,,CON-020197,USR-187,Walk-in,2024-08-04 11:36:30,6,6-Closed Won,Won,100,1,805309,2024-09-02,2024-08-22,2024-08-22 11:01:07,Cash,False,False,
OPP-011276,Tiago Petrol - Shruti Sharma,LD-0027167,Retail,OUT02,,CON-020198,USR-061,Walk-in,2024-08-04 16:06:59,6,6-Closed Won,Won,100,1,602642,2024-08-22,2024-09-17,2024-09-17 18:58:43,Bank Loan,True,False,
OPP-011277,Safari Diesel - Anita Poojary,LD-0027168,Retail,OUT05,,CON-020199,USR-155,Car Portal,2024-08-08 13:02:01,7,7-Closed Lost,Lost,0,1,1913527,2024-08-30,2024-08-11,2024-08-11 22:41:09,Bank Loan,True,False,Plan Postponed
OPP-011278,Safari Diesel - Harsha Patil,LD-0027172,Retail,OUT01,,CON-020200,USR-010,Walk-in,2024-08-09 10:18:39,6,6-Closed Won,Won,100,1,1741722,2024-09-12,2024-09-05,2024-09-05 20:30:15,Bank Loan,False,False,
OPP-011279,Tiago EV - Nayana Murthy,LD-0027173,Retail,OUT01,,CON-020201,USR-020,Walk-in,2024-08-04 17:05:33,6,6-Closed Won,Won,100,1,999020,2024-08-26,2024-09-13,2024-09-13 20:21:12,Bank Loan,True,False,
OPP-011280,Punch Petrol - Sandeep Acharya,LD-0027176,Retail,OUT05,,CON-020202,USR-143,Walk-in,2024-08-06 01:18:17,6,6-Closed Won,Won,100,1,625578,2024-08-28,2024-09-09,2024-09-09 22:51:18,OEM Partner Finance,True,False,
OPP-011281,Swift Hospital - 1x Nexon Petrol,LD-0027177,Corporate & Fleet,OUT08,ACC-00592,CON-001305,USR-206,Referral,2024-08-18 11:56:50,7,7-Closed Lost,Lost,0,1,1004324,2024-11-18,2024-09-20,2024-09-20 08:39:59,Leasing,False,False,Tender Not Awarded
OPP-011282,Nexon EV - Nandini Sharma,LD-0027179,Retail,OUT01,,CON-020203,USR-020,Walk-in,2024-08-06 07:46:48,7,7-Closed Lost,Lost,0,1,1354397,2024-08-29,2024-08-16,2024-08-16 02:45:05,Bank Loan,False,False,Plan Postponed
OPP-011283,Tigor EV - Manjunath Naik,LD-0027180,Retail,OUT04,,CON-020204,USR-121,Walk-in,2024-08-04 19:04:01,7,7-Closed Lost,Lost,0,1,1394864,2024-09-02,2024-08-15,2024-08-15 05:14:06,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-011284,Tiago CNG - Aarav Bhat,LD-0027185,Retail,OUT02,,CON-020205,USR-049,Google Ads,2024-08-06 06:51:52,6,6-Closed Won,Won,100,1,773405,2024-09-09,2024-08-28,2024-08-28 19:44:28,Bank Loan,True,False,
OPP-011285,Altroz CNG - Sachin Joshi,LD-0027186,Retail,OUT06,,CON-020206,USR-175,Walk-in,2024-08-09 19:43:18,7,7-Closed Lost,Lost,0,1,845548,2024-09-11,2024-08-14,2024-08-14 05:23:56,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-011286,Punch CNG - Gautam Menon,LD-0027187,Retail,OUT05,,CON-020207,USR-155,Referral,2024-08-07 05:14:03,6,6-Closed Won,Won,100,1,747808,2024-08-27,2024-08-26,2024-08-26 08:32:58,Bank Loan,False,False,
OPP-011287,Safari Diesel - Keerthi Krishnan,LD-0027188,Retail,OUT02,,CON-020208,USR-049,Walk-in,2024-08-09 05:07:34,7,7-Closed Lost,Lost,0,0,0,2024-09-11,2024-08-09,2024-08-09 15:56:18,Bank Loan,True,False,Plan Postponed
OPP-011288,Tiago Petrol - Suresh Angadi,LD-0027189,Retail,OUT01,,CON-020209,USR-020,Walk-in,2024-08-04 19:13:48,6,6-Closed Won,Won,100,1,519651,2024-08-29,2024-09-08,2024-09-08 10:47:19,Bank Loan,True,False,
OPP-011289,Punch EV - Vinod Verma,LD-0027190,Retail,OUT03,,CON-020210,USR-084,Car Portal,2024-08-10 05:56:18,7,7-Closed Lost,Lost,0,1,1149845,2024-09-06,2024-10-07,2024-10-07 09:21:33,Bank Loan,False,False,Bought Competitor - Kia
OPP-011290,Safari Diesel - Mary Swamy,LD-0027193,Retail,OUT06,,CON-020211,USR-169,Dealer Website,2024-08-10 03:46:38,6,6-Closed Won,Won,100,1,1529761,2024-09-12,2024-09-03,2024-09-03 23:01:34,Bank Loan,False,False,
OPP-011291,Punch Petrol - Arun Gupta,LD-0027194,Retail,OUT01,,CON-020212,USR-017,Walk-in,2024-08-08 19:17:11,6,6-Closed Won,Won,100,1,696694,2024-09-06,2024-09-02,2024-09-02 14:15:23,Bank Loan,True,False,
OPP-011292,Punch CNG - Lakshmi Pinto,LD-0027197,Retail,OUT01,,CON-020213,USR-031,Walk-in,2024-08-04 17:06:48,6,6-Closed Won,Won,100,1,734462,2024-08-31,2024-10-09,2024-10-09 01:44:35,Bank Loan,False,False,
OPP-011293,Punch CNG - Kiran Hiremath,LD-0027198,Retail,OUT06,,CON-020214,USR-175,Walk-in,2024-08-07 02:39:09,6,6-Closed Won,Won,100,1,696148,2024-09-05,2024-09-16,2024-09-16 09:18:07,Bank Loan,False,False,
OPP-011294,Punch Petrol - Shruti Raju,LD-0027201,Retail,OUT02,,CON-020215,USR-061,Walk-in,2024-08-04 18:16:47,7,7-Closed Lost,Lost,0,1,627507,2024-09-02,2024-08-11,2024-08-11 11:32:16,OEM Partner Finance,False,False,Price / Discount
OPP-011295,Tiago CNG - Joseph Verma,LD-0027202,Retail,OUT05,,CON-020216,USR-140,OEM Website Lead,2024-08-04 22:25:32,7,7-Closed Lost,Lost,0,1,771734,2024-08-28,2024-08-09,2024-08-09 23:59:24,Bank Loan,False,False,Price / Discount
OPP-011296,Nexon Petrol - Arjun Verma,LD-0027207,Retail,OUT03,,CON-020217,USR-086,Exchange Mela / Event,2024-08-04 17:38:45,7,7-Closed Lost,Lost,0,1,975331,2024-08-22,2024-08-09,2024-08-09 23:07:43,Bank Loan,False,False,Price / Discount
OPP-011297,Altroz Petrol - Sanjay Singh,LD-0027208,Retail,OUT07,,CON-020218,USR-189,Walk-in,2024-08-04 23:14:43,6,6-Closed Won,Won,100,1,813592,2024-09-08,2024-08-30,2024-08-30 05:06:56,Cash,True,False,
OPP-011298,Punch Petrol - Rajesh Jain,LD-0027210,Retail,OUT02,,CON-020219,USR-049,Referral,2024-08-07 10:22:50,7,7-Closed Lost,Lost,0,1,764474,2024-08-31,2024-08-18,2024-08-18 15:26:36,Cash,False,False,Waiting Period Too Long
OPP-011299,Punch CNG - Amit Hiremath,LD-0027214,Retail,OUT06,,CON-020220,USR-166,Walk-in,2024-08-04 16:41:59,7,7-Closed Lost,Lost,0,1,769857,2024-09-03,2024-08-14,2024-08-14 16:28:03,Cash,False,False,Bought Competitor - Kia
OPP-011300,Nexon EV - Manjunath Desai,LD-0027215,Retail,OUT02,,CON-020221,USR-064,Car Portal,2024-08-10 15:57:47,7,7-Closed Lost,Lost,0,0,0,2024-09-09,2024-08-24,2024-08-24 05:36:43,OEM Partner Finance,False,False,Price / Discount
OPP-011301,Altroz Petrol - Pradeep Angadi,LD-0027216,Retail,OUT05,,CON-020222,USR-140,Walk-in,2024-08-04 17:16:51,7,7-Closed Lost,Lost,0,1,739455,2024-09-07,2024-08-24,2024-08-24 20:33:23,Bank Loan,True,False,Price / Discount
OPP-011302,Altroz Petrol - Neha Kini,LD-0027219,Retail,OUT05,,CON-020223,USR-143,Referral,2024-08-07 03:10:08,6,6-Closed Won,Won,100,1,775876,2024-09-10,2024-08-30,2024-08-30 10:12:35,Bank Loan,False,False,
OPP-011303,Tigor EV - Mary Kini,LD-0027220,Retail,OUT04,,CON-020224,USR-111,Walk-in,2024-08-09 11:51:05,7,7-Closed Lost,Lost,0,1,1395325,2024-08-27,2024-08-16,2024-08-16 19:58:51,OEM Partner Finance,False,False,Waiting Period Too Long
OPP-011304,Altroz Petrol - Amit Krishnan,LD-0027221,Retail,OUT07,,CON-020225,USR-187,Walk-in,2024-08-05 12:05:54,7,7-Closed Lost,Lost,0,1,788164,2024-08-26,2024-08-14,2024-08-14 07:41:26,Bank Loan,True,False,Loan Rejected
OPP-011305,Punch Petrol - Kiran Acharya,LD-0027223,Retail,OUT04,,CON-020226,USR-109,Exchange Mela / Event,2024-08-04 22:57:20,7,7-Closed Lost,Lost,0,1,594510,2024-08-26,2024-08-07,2024-08-07 04:37:33,Bank Loan,False,False,Not Responding
