LeadID,CreatedOn,Channel,Source,OutletID,OwnerUserID,LeadName,CompanyName,AccountID,Mobile,Email,City,InterestedProductID,IsExistingCustomer,Status,FirstResponseOn,LastContactedOn,ConvertedOn,OpportunityID
LD-0018331,2024-04-09 12:23:12,Retail,Walk-in,OUT02,USR-054,Anil Kini,,,9293817264,,Bengaluru,PRD13,False,Unresponsive,2024-04-09 12:23:12,2024-04-13 15:31:13,,
LD-0018332,2024-04-09 12:28:06,Retail,Google Ads,OUT05,USR-147,Mithun Menon,,,7294862047,mithun.menon846@gmail.com,Mysuru,PRD21,False,New,,,,
LD-0018333,2024-04-09 12:56:51,Retail,Exchange Mela / Event,OUT03,USR-101,Naveen Shetty,,,9031836032,,Bengaluru,PRD02,False,Lost,2024-04-09 12:56:51,2024-04-27 20:52:58,,
LD-0018334,2024-04-09 12:58:45,Retail,Car Portal,OUT02,USR-064,Pavan Nair,,,9580325643,pavan.nair302@gmail.com,Bengaluru,PRD19,False,Unresponsive,2024-04-09 15:25:40,2024-04-17 15:17:27,,
LD-0018335,2024-04-09 13:00:10,Retail,Google Ads,OUT04,USR-111,Pooja Reddy,,,9081262121,,Bengaluru,PRD19,False,Lost,2024-04-09 13:09:33,2024-04-16 06:05:21,,
LD-0018336,2024-04-09 13:01:12,Retail,Walk-in,OUT05,USR-155,Shruti Acharya,,,9671766640,,Mysuru,PRD02,False,Converted,2024-04-09 13:01:12,2024-04-10 12:23:41,2024-04-10 12:23:41,OPP-007585
LD-0018337,2024-04-09 13:17:44,Retail,Walk-in,OUT07,USR-193,Raghu Bhat,,,8862545389,raghu.bhat615@gmail.com,Mangaluru,PRD13,False,Converted,2024-04-09 13:17:44,2024-04-10 06:06:37,2024-04-10 06:06:37,OPP-007586
LD-0018338,2024-04-09 13:40:01,Retail,Referral,OUT01,USR-026,Shreya Agarwal,,,9745707965,shreya.agarwal979@gmail.com,Bengaluru,PRD21,False,Converted,2024-04-09 14:29:54,2024-04-12 09:37:55,2024-04-12 09:37:55,OPP-007587
LD-0018339,2024-04-09 14:18:46,Retail,Referral,OUT02,USR-046,Shilpa Shetty,,,9729584696,shilpa.shetty240@gmail.com,Bengaluru,PRD10,False,Unresponsive,2024-04-10 05:20:32,2024-04-29 00:18:55,,
LD-0018340,2024-04-09 14:28:20,Retail,Social Media Ads,OUT03,USR-095,Naveen Nair,,,7275069252,,Bengaluru,PRD03,False,Unresponsive,2024-04-09 14:46:11,2024-05-07 23:32:52,,
LD-0018341,2024-04-09 14:51:21,Retail,OEM Website Lead,OUT02,USR-057,Pooja Swamy,,,9029954947,pooja.swamy865@gmail.com,Bengaluru,PRD13,False,Converted,2024-04-09 15:23:33,2024-04-13 06:41:15,2024-04-13 06:41:15,OPP-007588
LD-0018342,2024-04-09 15:09:28,Retail,Walk-in,OUT03,USR-083,Kiran Desai,,,6231144583,,Bengaluru,PRD08,False,Converted,2024-04-09 15:09:28,2024-04-09 21:17:57,2024-04-09 21:17:57,OPP-007589
LD-0018343,2024-04-09 15:18:51,Retail,Walk-in,OUT04,USR-111,Rashmi Murthy,,,9326829620,,Bengaluru,PRD01,False,Lost,2024-04-09 15:18:51,2024-04-13 06:10:24,,
LD-0018344,2024-04-09 15:21:33,Retail,Car Portal,OUT04,USR-113,Bhavya Nair,,,6183565238,,Bengaluru,PRD04,False,Contacted,2024-04-09 15:28:44,2024-04-18 14:49:37,,
LD-0018345,2024-04-09 15:25:42,Retail,Walk-in,OUT03,USR-099,Pradeep Kulkarni,,,8896547671,pradeep.kulkarni793@yahoo.co.in,Bengaluru,PRD01,False,Converted,2024-04-09 15:25:42,2024-04-11 16:08:09,2024-04-11 16:08:09,OPP-007590
LD-0018346,2024-04-09 15:28:07,Retail,Social Media Ads,OUT04,USR-109,Neha Verma,,,8900176890,,Bengaluru,PRD14,False,Converted,2024-04-09 15:39:58,2024-04-09 20:40:08,2024-04-09 20:40:08,OPP-007591
LD-0018347,2024-04-09 15:56:04,Retail,Walk-in,OUT05,USR-135,Kavya Kamath,,,9279029815,,Mysuru,PRD08,False,Lost,2024-04-09 15:56:04,2024-04-11 00:16:22,,
LD-0018348,2024-04-09 16:24:31,Retail,Walk-in,OUT04,USR-111,Nayana Chandra,,,9852645178,,Bengaluru,PRD13,False,Converted,2024-04-09 16:24:31,2024-04-11 05:07:46,2024-04-11 05:07:46,OPP-007592
LD-0018349,2024-04-09 16:30:26,Retail,Walk-in,OUT04,USR-125,Pooja Gowda,,,6477645661,pooja.gowda265@gmail.com,Bengaluru,PRD09,False,Lost,2024-04-09 16:30:26,2026-09-24 11:42:38,,
LD-0018350,2024-04-09 16:40:03,Retail,Walk-in,OUT02,USR-046,Mithun Reddy,,,9398309570,,Bengaluru,PRD19,False,Lost,2024-04-09 16:40:03,2024-04-28 17:58:22,,
LD-0018351,2024-04-09 16:46:58,Corporate & Fleet,Cold Call,OUT08,USR-207,,Sanjeevini Credit Services Pvt Ltd,ACC-03993,,,Mangaluru,PRD21,False,Converted,2024-04-10 01:47:28,2024-04-27 00:59:55,2024-04-27 00:59:55,OPP-007593
LD-0018352,2024-04-09 17:00:19,Retail,OEM Website Lead,OUT02,USR-072,Manoj Jain,,,8160228176,manoj.jain206@gmail.com,Bengaluru,PRD08,False,Lost,2024-04-09 17:24:46,2024-04-19 17:54:13,,
LD-0018353,2024-04-09 17:52:38,Retail,Walk-in,OUT05,USR-149,Aditi Naik,,,7403033857,aditi.naik363@gmail.com,Mysuru,PRD09,False,Converted,2024-04-09 17:52:38,2024-04-10 16:43:21,2024-04-10 16:43:21,OPP-007594
LD-0018354,2024-04-09 18:18:32,Retail,Exchange Mela / Event,OUT04,USR-113,Vinod Patil,,,9912929765,,Bengaluru,PRD13,False,Unresponsive,2024-04-09 18:18:32,2024-04-14 14:09:14,,
LD-0018355,2024-04-09 18:22:55,Retail,Dealer Website,OUT01,USR-024,Farhan Iyer,,,9379284190,farhan.iyer290@yahoo.co.in,Bengaluru,PRD08,False,Unresponsive,2024-04-09 18:29:23,2024-05-08 05:11:33,,
LD-0018356,2024-04-09 19:01:39,Retail,Dealer Website,OUT01,USR-016,Harsha Kamath,,,8937267020,harsha.kamath346@gmail.com,Bengaluru,PRD03,False,Lost,2024-04-10 09:36:40,2024-04-20 17:41:44,,
LD-0018357,2024-04-09 19:20:12,Retail,Car Portal,OUT01,USR-016,Vani Prasad,,,7983241346,vani.prasad506@gmail.com,Bengaluru,PRD13,False,Lost,2024-04-10 10:24:47,2024-04-29 18:47:40,,
LD-0018358,2024-04-09 20:43:19,Corporate & Fleet,Existing Customer,OUT08,USR-200,,Evergreen Leasing Pvt Ltd - Mysuru Branch,ACC-00550,,,Mysuru,PRD16,True,Lost,2024-04-10 02:13:46,2024-04-25 07:53:59,,
LD-0018359,2024-04-09 20:49:58,Retail,Social Media Ads,OUT03,USR-101,Naveen Naik,,,8283288716,naveen.naik305@gmail.com,Bengaluru,PRD16,False,Contacted,2024-04-10 09:45:54,2024-04-16 08:35:13,,
LD-0018360,2024-04-09 21:23:43,Retail,Social Media Ads,OUT04,USR-113,Arjun Pai,,,8274476868,arjun.pai113@gmail.com,Bengaluru,PRD12,False,Lost,2024-04-10 09:45:47,2024-04-28 12:04:29,,
LD-0018361,2024-04-09 22:16:54,Retail,Dealer Website,OUT04,USR-111,Gautam Iyer,,,8609457940,,Bengaluru,PRD12,False,Converted,2024-04-10 10:12:13,2024-04-10 19:07:34,2024-04-10 19:07:34,OPP-007595
LD-0105449,2024-04-09 22:27:29,Retail,Walk-in,OUT04,USR-125,Aditya D'Souza,,,9691804794,,Bengaluru,PRD08,False,Lost,2024-04-10 02:10:50,2024-04-12 08:29:58,,
LD-0103806,2024-04-10 00:32:32,Retail,Google Ads,OUT07,USR-185,Ayesha Shetty,,,9501089724,ayesha.shetty498@gmail.com,Mangaluru,PRD21,False,Lost,2024-04-10 06:19:51,2024-04-10 06:58:40,,
LD-0018362,2024-04-10 01:03:12,Corporate & Fleet,LinkedIn Sales Navigator,OUT08,USR-202,,Shree Balaji Employee Transport Solutions Pvt Ltd,ACC-04014,,,Mysuru,PRD06,False,Converted,2024-04-10 06:54:02,2024-04-23 14:30:29,2024-04-23 14:30:29,OPP-007596
LD-0018363,2024-04-10 01:29:26,Corporate & Fleet,OEM Fleet Desk Referral,OUT08,USR-216,,Elite Auto Leasing LLP,ACC-04594,,,Bengaluru,PRD13,True,Converted,2024-04-10 12:49:57,2024-04-27 06:06:07,2024-04-27 06:06:07,OPP-007597
LD-0105371,2024-04-10 01:37:54,Retail,Walk-in,OUT02,USR-049,Harish Raju,,,6766034515,,Bengaluru,PRD08,False,Contacted,2024-04-10 03:26:48,2024-04-12 23:53:38,,
LD-0018364,2024-04-10 03:58:29,Corporate & Fleet,Existing Customer,OUT08,USR-206,,Navya Holidays Pvt Ltd,ACC-02539,,,Mysuru,PRD19,True,Converted,2024-04-10 12:55:34,2024-04-13 01:45:37,2024-04-13 01:45:37,OPP-007598
LD-0018365,2024-04-10 08:33:29,Corporate & Fleet,Existing Customer,OUT08,USR-200,,Galaxy Car Subscription Services LLP - Davanagere Branch,ACC-00274,,,Davanagere,PRD10,True,Converted,2024-04-10 10:14:44,2024-04-21 11:11:29,2024-04-21 11:11:29,OPP-007599
LD-0018366,2024-04-10 09:15:47,Retail,Car Portal,OUT05,USR-140,Suresh Khan,,,9176719055,,Mysuru,PRD02,False,Converted,2024-04-10 09:42:41,2024-04-12 16:05:04,2024-04-12 16:05:04,OPP-007600
LD-0018367,2024-04-10 09:21:56,Corporate & Fleet,Existing Customer,OUT08,USR-200,,Vijaya Builders Pvt Ltd,ACC-00208,,,Udupi,PRD16,True,Converted,2024-04-10 12:24:45,2024-04-26 12:59:16,2024-04-26 12:59:16,OPP-007601
LD-0018368,2024-04-10 09:28:06,Retail,Google Ads,OUT02,USR-054,Prakash Nair,,,9685391508,prakash.nair793@gmail.com,Bengaluru,PRD13,False,Lost,2024-04-10 09:38:23,2024-04-23 11:57:43,,
LD-0018369,2024-04-10 09:33:25,Retail,Social Media Ads,OUT05,USR-149,Manjunath Gupta,,,9398619385,,Mysuru,PRD01,False,Lost,2024-04-10 09:48:16,2024-04-27 06:20:33,,
LD-0018370,2024-04-10 09:40:42,Retail,Social Media Ads,OUT02,USR-049,Lakshmi Bhat,,,9238924737,,Bengaluru,PRD13,False,Unresponsive,2024-04-10 10:21:45,2024-04-28 17:53:32,,
LD-0018371,2024-04-10 10:07:07,Retail,Car Portal,OUT03,USR-099,Anil Nair,,,9579617514,,Bengaluru,PRD21,False,Lost,2024-04-10 10:51:19,2026-09-23 12:10:38,,
LD-0018372,2024-04-10 10:09:16,Retail,OEM Website Lead,OUT02,USR-046,Harsha Khan,,,6709128760,harsha.khan498@gmail.com,Bengaluru,PRD01,False,Converted,2024-04-10 10:56:11,2024-04-12 23:37:07,2024-04-12 23:37:07,OPP-007602
LD-0018373,2024-04-10 10:11:28,Retail,Car Portal,OUT01,USR-030,Abhishek Kumar,,,9133930620,,Bengaluru,PRD09,False,Lost,2024-04-10 10:15:55,2024-04-23 03:54:09,,
LD-0018374,2024-04-10 10:15:06,Retail,Social Media Ads,OUT04,USR-111,Deepak Bhat,,,8045376212,,Bengaluru,PRD08,False,Lost,2024-04-10 10:42:15,2024-04-17 09:59:56,,
LD-0018375,2024-04-10 10:17:26,Retail,Social Media Ads,OUT01,USR-016,Kavya Hiremath,,,6109983520,,Bengaluru,PRD19,False,Lost,2024-04-10 11:31:23,2024-04-11 19:25:17,,
LD-0018376,2024-04-10 10:24:42,Retail,Walk-in,OUT03,USR-101,Akshata Patil,,,8061357087,,Bengaluru,PRD02,False,Converted,2024-04-10 10:24:42,2024-04-10 23:50:57,2024-04-10 23:50:57,OPP-007603
LD-0018377,2024-04-10 10:40:37,Retail,Car Portal,OUT07,USR-193,Priya Krishnan,,,7452654852,,Mangaluru,PRD08,False,Lost,2024-04-10 11:23:40,2024-04-12 14:15:19,,
LD-0018378,2024-04-10 10:46:33,Retail,Social Media Ads,OUT01,USR-010,Deepak Jain,,,9790481167,,Bengaluru,PRD16,False,Unresponsive,2024-04-10 10:51:34,2024-05-09 10:33:04,,
LD-0018379,2024-04-10 11:01:33,Retail,Social Media Ads,OUT03,USR-086,Anjali Bhat,,,9353709660,,Bengaluru,PRD01,False,Converted,2024-04-10 11:20:24,2024-04-12 12:24:03,2024-04-12 12:24:03,OPP-007604
LD-0018380,2024-04-10 11:02:59,Retail,Referral,OUT03,USR-101,Manjunath Jain,,,9225787409,,Bengaluru,PRD10,False,Converted,2024-04-10 13:51:04,2024-04-12 08:34:48,2024-04-12 08:34:48,OPP-007605
LD-0018381,2024-04-10 11:26:11,Retail,Car Portal,OUT04,USR-117,Pooja Poojary,,,7409482037,,Bengaluru,PRD13,False,Lost,2024-04-10 13:00:00,2024-04-19 20:18:19,,
LD-0018382,2024-04-10 11:27:50,Retail,Walk-in,OUT05,USR-135,Neha Joshi,,,9449885961,neha.joshi1@yahoo.co.in,Mysuru,PRD13,False,Lost,2024-04-10 11:27:50,2024-04-29 19:01:12,,
LD-0018383,2024-04-10 11:32:04,Retail,Walk-in,OUT04,USR-121,Pallavi Acharya,,,8152960554,pallavi.acharya295@rediffmail.com,Bengaluru,PRD16,False,Converted,2024-04-10 11:32:04,2024-04-12 19:24:33,2024-04-12 19:24:33,OPP-007606
LD-0018384,2024-04-10 11:39:26,Retail,Referral,OUT01,USR-024,Shruti Shetty,,,8888490359,shruti.shetty154@gmail.com,Bengaluru,PRD10,False,Unresponsive,2024-04-10 13:39:33,2024-04-17 01:17:17,,
LD-0018385,2024-04-10 11:44:52,Retail,Google Ads,OUT01,USR-026,Shreya Raju,,,8757106849,,Bengaluru,PRD21,False,Lost,2024-04-10 11:53:11,2024-04-23 20:44:56,,
LD-0018386,2024-04-10 11:51:54,Retail,Dealer Website,OUT01,USR-010,Pavan Angadi,,,8824729552,,Bengaluru,PRD14,False,Converted,2024-04-10 13:30:22,2024-04-13 07:53:30,2024-04-13 07:53:30,OPP-007607
LD-0018387,2024-04-10 12:12:02,Retail,Exchange Mela / Event,OUT05,USR-155,Aditi Naik,,,9608054703,,Mysuru,PRD16,False,Unresponsive,2024-04-10 12:12:02,2024-04-17 23:14:33,,
LD-0018388,2024-04-10 12:16:12,Retail,Exchange Mela / Event,OUT01,USR-024,Keerthi Kamath,,,6268642519,keerthi.kamath18@gmail.com,Bengaluru,PRD13,False,Converted,2024-04-10 12:16:12,2024-04-11 18:35:47,2024-04-11 18:35:47,OPP-007608
LD-0018389,2024-04-10 12:17:16,Retail,Car Portal,OUT01,USR-038,Sanjay Kini,,,9839126775,,Bengaluru,PRD02,False,Unresponsive,2024-04-10 12:39:29,2024-04-27 22:02:00,,
LD-0018390,2024-04-10 12:42:36,Retail,Walk-in,OUT06,USR-166,Aditi Kamath,,,8075630540,,Hubballi,PRD14,False,Lost,2024-04-10 12:42:36,2024-04-26 11:40:38,,
LD-0018391,2024-04-10 12:56:27,Retail,Walk-in,OUT07,USR-189,Nikhil Kulkarni,,,8729805786,,Mangaluru,PRD13,False,Converted,2024-04-10 12:56:27,2024-04-12 02:11:13,2024-04-12 02:11:13,OPP-007609
LD-0018392,2024-04-10 13:02:33,Retail,Referral,OUT04,USR-109,Arjun D'Souza,,,7005701702,,Bengaluru,PRD14,False,Converted,2024-04-10 15:32:46,2024-04-15 12:00:21,2024-04-15 12:00:21,OPP-007610
LD-0018393,2024-04-10 13:04:52,Retail,Referral,OUT06,USR-166,Srinivas Kulkarni,,,9724730347,,Hubballi,PRD10,False,Converted,2024-04-10 13:26:12,2024-04-14 20:09:57,2024-04-14 20:09:57,OPP-007611
LD-0018394,2024-04-10 13:25:19,Retail,Walk-in,OUT05,USR-143,Mary Shenoy,,,7415656036,,Mysuru,PRD08,False,Lost,2024-04-10 13:25:19,2024-04-29 22:57:07,,
LD-0018395,2024-04-10 13:25:20,Retail,Walk-in,OUT03,USR-099,Asha Fernandes,,,9099970122,asha.fernandes285@gmail.com,Bengaluru,PRD01,False,Unresponsive,2024-04-10 13:25:20,2024-04-28 21:31:24,,
LD-0018396,2024-04-10 13:27:36,Retail,Social Media Ads,OUT03,USR-099,Lakshmi Menon,,,9077795101,,Bengaluru,PRD13,False,Lost,2024-04-10 14:03:25,2024-04-27 17:24:39,,
LD-0018397,2024-04-10 13:36:19,Retail,Walk-in,OUT07,USR-193,Rahul Jain,,,8218550978,rahul.jain815@rediffmail.com,Mangaluru,PRD01,False,Converted,2024-04-10 13:36:19,2024-04-12 07:53:45,2024-04-12 07:53:45,OPP-007612
LD-0018398,2024-04-10 13:42:49,Retail,Dealer Website,OUT04,USR-113,Suma D'Souza,,,8753306035,suma.dsouza235@yahoo.co.in,Bengaluru,PRD09,False,Lost,2024-04-10 14:47:04,2024-04-21 02:19:06,,
LD-0018399,2024-04-10 13:58:54,Retail,Referral,OUT01,USR-020,Kavya Joshi,,,7749838897,,Bengaluru,PRD01,False,Converted,2024-04-10 15:43:09,2024-04-14 16:11:56,2024-04-14 16:11:56,OPP-007613
LD-0018400,2024-04-10 14:00:55,Retail,Walk-in,OUT01,USR-020,Uday Krishnan,,,9696348122,uday.krishnan566@rediffmail.com,Bengaluru,PRD14,False,Converted,2024-04-10 14:00:55,2024-04-16 06:16:35,2024-04-16 06:16:35,OPP-007614
LD-0018401,2024-04-10 14:44:36,Retail,Car Portal,OUT04,USR-106,Girish Kulkarni,,,9337064794,,Bengaluru,PRD08,False,Unresponsive,2024-04-10 14:54:21,2024-04-28 13:42:04,,
LD-0018402,2024-04-10 15:03:34,Retail,Walk-in,OUT03,USR-092,Tejas Rao,,,7788962028,tejas.rao838@gmail.com,Bengaluru,PRD06,False,Contacted,2024-04-10 15:03:34,2024-04-17 16:21:59,,
LD-0018403,2024-04-10 15:05:18,Retail,Walk-in,OUT02,USR-061,Ayesha Swamy,,,9873969414,,Bengaluru,PRD04,False,Lost,2024-04-10 15:05:18,2024-04-22 03:35:25,,
LD-0018404,2024-04-10 15:32:39,Retail,Exchange Mela / Event,OUT06,USR-166,Deepa Angadi,,,9145161902,,Hubballi,PRD10,False,Converted,2024-04-10 15:32:39,2024-04-16 01:29:19,2024-04-16 01:29:19,OPP-007615
LD-0018405,2024-04-10 15:33:16,Retail,Google Ads,OUT02,USR-057,Anita Gupta,,,8500367780,anita.gupta324@gmail.com,Bengaluru,PRD19,False,Unresponsive,2024-04-10 16:07:11,2024-04-24 18:20:10,,
LD-0018406,2024-04-10 15:35:46,Retail,Car Portal,OUT03,,Sanjay Kulkarni,,,6965162011,sanjay.kulkarni309@outlook.com,Bengaluru,PRD06,False,Lost,2024-04-10 15:47:49,2026-09-25 14:26:27,,
LD-0018407,2024-04-10 15:36:14,Retail,Walk-in,OUT04,USR-106,Farhan Hiremath,,,9022697882,,Bengaluru,PRD21,False,Converted,2024-04-10 15:36:14,2024-04-10 17:38:44,2024-04-10 17:38:44,OPP-007616
LD-0018408,2024-04-10 15:42:14,Retail,Google Ads,OUT05,USR-140,Akash Shetty,,,9008213303,akash.shetty985@gmail.com,Mysuru,PRD05,False,Lost,2024-04-10 17:01:31,2024-04-20 04:12:08,,
LD-0018409,2024-04-10 15:56:05,Retail,Google Ads,OUT06,USR-166,Shruti Verma,,,9570398136,,Hubballi,PRD09,False,Lost,2024-04-10 21:08:01,2024-04-28 13:25:03,,
LD-0018410,2024-04-10 16:00:01,Retail,Walk-in,OUT02,USR-046,Rahul Kini,,,7032339556,,Bengaluru,PRD01,False,Lost,2024-04-10 16:00:01,2024-04-24 04:11:01,,
LD-0018411,2024-04-10 16:00:43,Retail,OEM Website Lead,OUT03,USR-095,Pradeep Jain,,,6756257170,,Bengaluru,PRD05,False,Contacted,2024-04-10 16:33:09,2024-04-19 16:05:10,,
LD-0018412,2024-04-10 16:31:48,Retail,Social Media Ads,OUT01,USR-030,Rahul Sharma,,,6467469829,,Bengaluru,PRD02,False,Contacted,2024-04-10 16:37:28,2024-04-12 20:55:22,,
LD-0018413,2024-04-10 16:33:35,Retail,Walk-in,OUT04,USR-106,Sandeep Murthy,,,8837724918,sandeep.murthy675@gmail.com,Bengaluru,PRD08,False,Converted,2024-04-10 16:33:35,2024-04-10 20:34:03,2024-04-10 20:34:03,OPP-007617
LD-0018414,2024-04-10 16:57:23,Retail,Car Portal,OUT01,USR-034,Vinay Iyer,,,9574001355,vinay.iyer169@rediffmail.com,Bengaluru,PRD03,False,Converted,2024-04-10 19:01:18,2024-04-13 07:41:12,2024-04-13 07:41:12,OPP-007618
LD-0018415,2024-04-10 17:21:58,Retail,Walk-in,OUT06,USR-173,Sunil Joshi,,,8932345838,,Hubballi,PRD12,False,Converted,2024-04-10 17:21:58,2024-04-14 07:06:32,2024-04-14 07:06:32,OPP-007619
LD-0018416,2024-04-10 17:25:56,Retail,Car Portal,OUT01,USR-030,Girish Menon,,,8647066634,,Bengaluru,PRD09,False,Unresponsive,2024-04-10 17:34:14,2024-05-05 06:26:09,,
LD-0018417,2024-04-10 18:06:13,Retail,Walk-in,OUT06,USR-175,Ramesh Hegde,,,9502556055,,Hubballi,PRD06,False,Unresponsive,2024-04-10 18:06:13,2024-05-07 18:42:48,,
LD-0018418,2024-04-10 18:21:05,Retail,Walk-in,OUT01,USR-026,Nandini Menon,,,6030809279,nandini.menon722@gmail.com,Bengaluru,PRD02,False,Unresponsive,2024-04-10 18:21:05,2024-04-29 20:23:11,,
LD-0018419,2024-04-10 18:22:35,Retail,Walk-in,OUT04,USR-113,Uday Kini,,,9459005745,,Bengaluru,PRD08,False,Converted,2024-04-10 18:22:35,2024-04-10 20:58:40,2024-04-10 20:58:40,OPP-007620
LD-0018420,2024-04-10 18:26:50,Retail,Google Ads,OUT06,USR-173,Pradeep Fernandes,,,7470573028,pradeep.fernandes406@rediffmail.com,Hubballi,PRD08,False,Unresponsive,2024-04-10 19:31:04,2024-05-07 17:50:09,,
LD-0018421,2024-04-10 18:34:25,Retail,Social Media Ads,OUT07,USR-181,Chaitra Chandra,,,7928970974,chaitra.chandra223@rediffmail.com,Mangaluru,PRD21,False,Unresponsive,2024-04-10 18:57:58,2026-09-23 15:28:13,,
LD-0106529,2024-04-10 18:42:45,Retail,Walk-in,OUT05,USR-135,Ashok Chandra,,,9921483944,ashok.chandra387@gmail.com,Mysuru,PRD02,False,Contacted,2024-04-10 19:11:42,2024-04-12 16:54:28,,
LD-0018422,2024-04-10 18:44:49,Retail,Car Portal,OUT01,USR-010,Irfan Swamy,,,8638177396,,Bengaluru,PRD05,False,Lost,2024-04-10 19:58:13,2024-04-24 18:47:31,,
LD-0018423,2024-04-10 18:45:21,Retail,OEM Website Lead,OUT03,USR-086,Bharath Hegde,,,9141989195,,Bengaluru,PRD16,False,Lost,2024-04-10 19:12:33,2024-04-27 15:23:53,,
LD-0018424,2024-04-10 19:00:20,Retail,Referral,OUT06,USR-169,Lakshmi Pinto,,,9320867524,lakshmi.pinto770@gmail.com,Hubballi,PRD16,False,Converted,2024-04-10 21:22:53,2024-04-14 06:13:18,2024-04-14 06:13:18,OPP-007621
LD-0018425,2024-04-10 19:14:53,Corporate & Fleet,OEM Fleet Desk Referral,OUT08,USR-209,,Amrutha Constructions LLP,ACC-01305,,,Bengaluru,PRD16,True,Converted,2024-04-11 01:16:23,2024-04-30 16:57:29,2024-04-30 16:57:29,OPP-007622
LD-0018426,2024-04-10 19:39:04,Corporate & Fleet,Cold Call,OUT08,USR-214,,Bharath Taxi Services,ACC-01308,,,Bengaluru,PRD06,False,Converted,2024-04-11 01:45:40,2024-04-15 13:13:02,2024-04-15 13:13:02,OPP-007623
LD-0018427,2024-04-10 20:45:25,Retail,Dealer Website,OUT04,USR-113,Vikram Kini,,,9813015212,vikram.kini489@gmail.com,Bengaluru,PRD03,False,Contacted,2024-04-11 10:52:05,2024-04-13 14:20:57,,
LD-0018428,2024-04-10 21:52:33,Retail,OEM Website Lead,OUT04,USR-113,Sameer Gupta,,,8473430210,sameer.gupta515@gmail.com,Bengaluru,PRD01,False,Lost,2024-04-11 10:33:59,2024-04-23 11:41:03,,
LD-0018429,2024-04-10 22:01:12,Retail,Social Media Ads,OUT04,USR-111,Chetan Poojary,,,8185837276,,Bengaluru,PRD04,False,Lost,2024-04-11 09:39:22,2024-04-18 05:39:14,,
LD-0018430,2024-04-10 22:04:13,Retail,Car Portal,OUT01,USR-038,Ayesha Verma,,,9727508272,,Bengaluru,PRD04,False,Converted,2024-04-11 09:50:36,2024-04-13 18:28:31,2024-04-13 18:28:31,OPP-007624
LD-0018431,2024-04-10 22:14:26,Retail,Dealer Website,OUT05,USR-155,Chaitra Pinto,,,9597490741,,Mysuru,PRD02,False,Lost,2024-04-11 09:49:35,2024-04-30 00:12:44,,
LD-0018432,2024-04-11 00:14:28,Corporate & Fleet,Existing Customer,OUT08,USR-204,,Urbanline Medical Trust,ACC-03770,,,Bengaluru,PRD05,True,Converted,2024-04-11 13:31:29,2024-05-01 15:18:17,2024-05-01 15:18:17,OPP-007625
LD-0018433,2024-04-11 00:49:29,Corporate & Fleet,OEM Fleet Desk Referral,OUT08,USR-208,,Sanjeevini Polymers Ltd,ACC-03477,,,Hubballi,PRD13,True,Converted,2024-04-11 04:22:15,2024-04-16 12:54:53,2024-04-16 12:54:53,OPP-007626
LD-0105339,2024-04-11 03:55:15,Retail,Social Media Ads,OUT02,USR-057,Bhavya Kini,,,9346987483,,Bengaluru,PRD01,False,Unresponsive,2024-04-11 13:01:50,2026-09-25 14:24:00,,
LD-0018434,2024-04-11 05:38:22,Corporate & Fleet,OEM Fleet Desk Referral,OUT08,USR-205,,Pinnacle Car Hire Pvt Ltd,ACC-00101,,,Mangaluru,PRD01,True,Lost,2024-04-11 17:36:57,2024-04-25 18:21:25,,
LD-0018435,2024-04-11 06:04:55,Corporate & Fleet,OEM Fleet Desk Referral,OUT08,USR-207,,Skyline Medical Trust Pvt Ltd,ACC-02455,,,Bengaluru,PRD08,True,Converted,2024-04-11 09:09:28,2024-04-28 11:54:43,2024-04-28 11:54:43,OPP-007627
LD-0018436,2024-04-11 06:04:57,Retail,Google Ads,OUT05,USR-143,Aditi Raju,,,9425108289,,Mysuru,PRD05,False,Unresponsive,2024-04-11 09:49:42,2024-04-29 14:39:43,,
LD-0018437,2024-04-11 06:12:50,Corporate & Fleet,Existing Customer,OUT08,USR-211,,Karavali Self Drive Cars Pvt Ltd,ACC-02475,,,Bengaluru,PRD08,True,Unresponsive,2024-04-12 02:40:26,2024-05-10 15:34:39,,
LD-0106494,2024-04-11 07:47:10,Retail,Car Portal,OUT01,USR-012,Abhishek Krishnan,,,7627039142,abhishek.krishnan925@gmail.com,Bengaluru,PRD13,False,Lost,2024-04-11 19:21:11,2024-04-14 09:13:56,,
LD-0018438,2024-04-11 09:17:18,Retail,OEM Website Lead,OUT06,USR-166,Anita Swamy,,,9780286192,anita.swamy713@gmail.com,Hubballi,PRD11,False,Lost,2024-04-11 10:01:52,2024-04-29 15:05:52,,
LD-0018439,2024-04-11 10:09:40,Retail,Google Ads,OUT04,USR-113,Rajesh Patil,,,8101629773,,Bengaluru,PRD13,False,Lost,2024-04-11 10:28:56,2024-04-17 07:12:56,,
LD-0018440,2024-04-11 10:16:01,Retail,Walk-in,OUT07,USR-185,Ayesha Poojary,,,8230345435,ayesha.poojary862@yahoo.co.in,Mangaluru,PRD08,False,Unresponsive,2024-04-11 10:16:01,2024-04-24 04:16:14,,
LD-0018441,2024-04-11 10:22:29,Retail,Google Ads,OUT03,USR-086,Aditi Singh,,,9849041236,aditi.singh282@gmail.com,Bengaluru,PRD21,False,Lost,2024-04-11 10:36:50,2024-04-30 11:26:23,,
