UserID,FullName,Role,Channel,OutletID,ManagerUserID,Email,JoinDate,ExitDate,IsActive,MonthlyUnitTarget
USR-198,Bhavya Patil,Key Account Manager,Corporate & Fleet,OUT08,USR-196,bhavya.patil198@anvayamotors.example,2023-08-04,,True,45
USR-199,Aditi Hegde,Key Account Manager,Corporate & Fleet,OUT08,USR-196,aditi.hegde199@anvayamotors.example,2020-10-16,2026-04-09,False,77
USR-200,Ravi Reddy,Key Account Manager,Corporate & Fleet,OUT08,USR-196,ravi.reddy200@anvayamotors.example,2026-05-03,,True,56
USR-201,Anita Swamy,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,anita.swamy201@anvayamotors.example,2023-01-07,2023-09-25,False,15
USR-202,Anil Agarwal,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,anil.agarwal202@anvayamotors.example,2023-10-18,,True,38
USR-203,Uday Patil,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,uday.patil203@anvayamotors.example,2022-10-13,2024-11-26,False,40
USR-204,Vijay Desai,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,vijay.desai204@anvayamotors.example,2024-12-03,,True,43
USR-205,Arjun Joshi,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,arjun.joshi205@anvayamotors.example,2022-08-24,2025-07-30,False,19
USR-206,Manoj Singh,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,manoj.singh206@anvayamotors.example,2025-08-13,,True,42
USR-207,Mahesh Iyer,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,mahesh.iyer207@anvayamotors.example,2023-04-25,2025-05-05,False,26
USR-208,Madhu Rao,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,madhu.rao208@anvayamotors.example,2025-05-12,,True,29
USR-209,Kiran Menon,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,kiran.menon209@anvayamotors.example,2023-06-20,,True,34
USR-210,Priya Singh,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,priya.singh210@anvayamotors.example,2023-06-06,2023-11-04,False,33
USR-211,Chetan Joshi,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,chetan.joshi211@anvayamotors.example,2023-11-07,,True,28
USR-212,Pooja Nair,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,pooja.nair212@anvayamotors.example,2023-08-20,2024-01-09,False,19
USR-213,Divya Raju,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,divya.raju213@anvayamotors.example,2024-02-21,2024-06-24,False,17
USR-214,Akash Murthy,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,akash.murthy214@anvayamotors.example,2024-08-01,,True,35
USR-215,Naveen D'Souza,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,naveen.dsouza215@anvayamotors.example,2021-04-15,2025-04-27,False,37
USR-216,Tejas Sharma,Corporate Sales Executive,Corporate & Fleet,OUT08,USR-196,tejas.sharma216@anvayamotors.example,2025-05-15,,True,37
USR-217,Akash Pai,Sales Consultant,Retail,OUT03,USR-076,akash.pai217@anvayamotors.example,2026-10-07,,False,13
