ContactID,CustomerType,AccountID,FullName,Designation,IsDecisionMaker,Mobile,Email,City,OwnerUserID,CreatedOn
CON-009113,Business,ACC-04561,Irfan Raju,Operations Head,True,9664473625,irfan.raju@royalsoftwaresolutions.in,Bengaluru,USR-202,2025-09-02 10:06:29
CON-009114,Business,ACC-04562,Vijay Naik,Operations Head,True,8558606158,vijay.naik@swiftcabservices.com,Bengaluru,USR-209,2022-11-01 20:31:11
CON-009115,Business,ACC-04562,Pooja Gowda,Procurement Manager,True,9696840013,pooja@swiftcabservices.com,Bengaluru,USR-209,2022-11-23 04:11:16
CON-009116,Business,ACC-04563,Aditya Desai,Transport Manager,False,6922977404,aditya.desai@lotuscabs.com,Bengaluru,USR-211,2024-12-22 10:46:30
CON-009117,Business,ACC-04563,Akshata Rao,Transport Manager,False,9745100032,akshata.rao@lotuscabs.com,Bengaluru,USR-211,2025-01-22 03:13:09
CON-009118,Business,ACC-04564,Harsha Pinto,Transport Manager,False,9125507757,harsha.pinto@sriganeshprecisioncomp.in,Mysore,USR-206,2019-05-03 19:49:10
CON-009119,Business,ACC-04564,Harish Raju,Procurement Manager,True,9093577329,harish.raju@sriganeshprecisioncomp.in,Mysore,USR-206,2019-05-23 19:46:34
CON-009120,Business,ACC-04564,Imran Krishnan,Facilities Manager,False,8455207613,imran@sriganeshprecisioncomp.in,Mysore,USR-206,2019-05-13 02:22:07
CON-009121,Business,ACC-04565,Pradeep Bhat,Facilities Manager,False,8599352059,pradeep.bhat@nakshatraindustries.com,Shivamogga,USR-216,2018-11-20 02:32:27
CON-009122,Business,ACC-04565,Akash Reddy,Transport Manager,False,7972175586,akash.reddy@nakshatraindustries.com,Shivamogga,USR-216,2018-12-21 07:51:38
CON-009123,Business,ACC-04565,Anil Gowda,Admin Head,False,9596038133,anil.gowda@nakshatraindustries.com,Shivamogga,USR-216,2018-12-06 13:44:32
CON-009124,Business,ACC-04566,Mahesh Singh,Transport Manager,False,6652164186,mahesh@skylinelifesciences.con,Mysuru,USR-208,2025-06-17 15:01:25
CON-009125,Business,ACC-04566,Irfan Nair,Transport Manager,False,6476959312,,Mysuru,USR-208,2025-06-10 22:41:58
CON-009126,Business,ACC-04566,Gautam Desai,Fleet Manager,False,9138036701,gautam@skylinelifesciences.com,Mysuru,USR-208,2025-05-22 09:43:34
CON-009127,Business,ACC-04566,Karthik Swamy,Owner / Director,True,9875407865,karthik.swamy@skylinelifesciences.com,Mysuru,USR-208,2025-04-23 13:44:42
CON-009128,Business,ACC-04567,Kiran Patil,Finance Controller,True,6219422090,kiran.patil@evergreendiagnostics.co.in,Mysuru,USR-206,2026-09-22 00:00:00
CON-009129,Business,ACC-04567,Pallavi Menon,Operations Head,True,6309548573,pallavi@evergreendiagnostics.co.in,Mysuru,USR-206,2026-09-20 21:44:16
CON-009130,Business,ACC-04567,Divya Nair,Facilities Manager,False,7325502745,divya.nair@evergreendiagnostics.co.in,Mysuru,USR-206,2026-08-12 01:45:07
CON-009131,Business,ACC-04568,Vasanth Poojary,Fleet Manager,False,7824447506,vasanth@urbanlinestafftranspor.in,Mangaluru,USR-211,2026-09-12 21:44:43
CON-009132,Business,ACC-04568,Sachin Pai,Procurement Manager,True,8342994391,,Mangaluru,USR-211,2026-09-22 00:00:00
CON-009133,Business,ACC-04568,Sandeep Naik,Fleet Manager,False,7804025990,sandeep@urbanlinestafftranspor.in,Mangaluru,USR-211,2026-07-02 13:20:24
CON-009134,Business,ACC-04568,Shreya Hegde,Operations Head,True,9571212629,shreya.hegde@urbanlinestafftranspor.in,Mangaluru,USR-211,2026-09-22 00:00:00
CON-009135,Business,ACC-04569,Ravi Menon,Admin Head,False,8751526561,ravi.menon@royalfleetservices.in,Bengaluru,USR-209,2021-03-15 01:56:28
CON-009136,Business,ACC-04569,Farhan Pai,Operations Head,True,9257845072,,Bengaluru,USR-209,2021-04-23 00:22:04
CON-009137,Business,ACC-04569,Yogesh Shetty,Fleet Manager,False,7994219064,yogesh@royalfleetservices.in,Bengaluru,USR-209,2021-05-13 12:07:34
CON-009138,Business,ACC-04570,Madhu Gupta,Finance Controller,True,9544592688,,Bengaluru,USR-216,2021-10-14 08:49:59
CON-009139,Business,ACC-04570,Shilpa Khan,Procurement Manager,True,9399145113,,Bengaluru,USR-216,2021-08-11 13:50:30
CON-009140,Business,ACC-04571,Shilpa Pai,Finance Controller,True,9531670221,,Hubballi,USR-206,2022-12-23 21:58:21
CON-009141,Business,ACC-04572,Varun Nair,Procurement Manager,True,6735398500,varun.nair@brindavanindustries.co.in,Bengaluru,USR-202,2024-08-11 19:32:44
CON-009142,Business,ACC-04572,Vinay Hiremath,Facilities Manager,False,9853343104,vinay@brindavanindustries.co.in,Bengaluru,USR-202,2024-10-25 12:17:01
CON-009143,Business,ACC-04572,Shilpa Reddy,Transport Manager,False,8520312365,,Bengaluru,USR-202,2024-08-15 23:44:30
CON-009144,Business,ACC-04573,Farhan Kamath,Operations Head,True,739344712,farhan@evergreencabservices.in,Hubballi,USR-211,2026-05-12 19:20:26
CON-009145,Business,ACC-04573,Mahesh Jain,Facilities Manager,False,9999999999,mahesh@evergreencabservices.in,Hubballi,USR-211,2026-04-23 21:34:38
CON-009146,Business,ACC-04574,Akash Acharya,Owner / Director,True,8096563030,akash@srilakshmiinfraproject.com,Bengaluru,USR-216,2026-04-07 08:23:56
CON-009147,Business,ACC-04575,Yogesh Kamath,Transport Manager,False,6838461695,yogesh@crescentpublicschool.co.in,Bengaluru,USR-209,2020-11-19 02:16:47
CON-009148,Business,ACC-04576,Karthik Prasad,Transport Manager,False,7908925379,karthik.prasad@sanjeevinicapital.in,Shivamogga,USR-209,2019-01-03 14:25:47
CON-009149,Business,ACC-04576,Bharath Shenoy,Admin Head,False,6436108690,,Shivamogga,USR-209,2018-10-14 23:11:28
CON-009150,Business,ACC-04577,Pradeep Babu,Finance Controller,True,8429636034,pradeep.babu@yashasretail.co.in,Bengaluru,USR-209,2019-08-27 09:35:29
CON-009151,Business,ACC-04577,Ramesh Patil,Operations Head,True,9410015679,,Bengaluru,USR-209,2019-10-22 23:07:53
CON-009152,Business,ACC-04578,Divya Sharma,Operations Head,True,8752891861,divya.sharma@eliteengineeringworks.com,Bengaluru,USR-206,2020-11-26 15:38:33
CON-009153,Business,ACC-04578,Gautam Menon,Owner / Director,True,9841039620,gautam@eliteengineeringworks.com,Bengaluru,USR-206,2020-10-12 01:42:29
CON-009154,Business,ACC-04578,Swathi Jain,Transport Manager,False,9459789379,swathi.jain@eliteengineeringworks.com,Bengaluru,USR-206,2020-08-17 20:40:22
CON-009155,Business,ACC-04579,Gautam Verma,Admin Head,False,8769814586,gautamverma13@outlook.con,Bengaluru,USR-202,2020-06-10 02:26:43
CON-009156,Business,ACC-04579,Srinivas Raju,Operations Head,True,7466264467,srinivasraju90@yahoo.co.in,Bengaluru,USR-202,2020-07-09 11:07:08
CON-009157,Business,ACC-04580,Pradeep Shenoy,Operations Head,True,9709436803,pradeep.shenoy@lotusleasingltd.com,Bengaluru,USR-216,2023-06-22 06:44:41
CON-009158,Business,ACC-04580,Madhu Kamath,Transport Manager,False,9066327060,,Bengaluru,USR-216,2023-05-17 02:01:39
CON-009159,Business,ACC-04581,Gautam Verma,Operations Head,True,8074377766,gautam.verma@garudacarrentals.co.in,Bengaluru,USR-211,2025-02-21 20:55:35
CON-009160,Business,ACC-04581,Shruti Pinto,Finance Controller,True,9161547032,,Bengaluru,USR-211,2025-03-20 10:06:14
CON-009161,Business,ACC-04581,Ritu Kamath,Owner / Director,True,9288786780,ritu@garudacarrentals.co.in,Bengaluru,USR-211,2025-01-08 23:30:02
CON-009162,Business,ACC-04582,Uday Naik,Finance Controller,True,7517408855,uday.naik@akshayahospitalityserv.co.in,Bengaluru,USR-214,2024-11-23 17:39:32
CON-009163,Business,ACC-04582,Prakash Krishnan,Finance Controller,True,9032743468,prakash.krishnan@akshayahospitalityserv.co.in,Bengaluru,USR-214,2024-10-16 13:13:57
CON-009164,Business,ACC-04583,Asha Swamy,Owner / Director,True,9761306892,asha@suvarnacapital.in,Bengaluru,USR-209,2026-03-27 17:23:34
CON-009165,Business,ACC-04583,Priya Kumar,Admin Head,False,9587590013,priya@suvarnacapital.in,Bengaluru,USR-209,2026-02-02 11:14:07
CON-009166,Business,ACC-04584,Imran Prasad,Facilities Manager,False,9301022639,imran@,Bengaluru,USR-207,2019-08-10 11:09:32
CON-009167,Business,ACC-04585,Rashmi Kulkarni,Transport Manager,False,8298736831,rashmi.kulkarni@navyacreditservices.com,Bengaluru,USR-205,2025-07-21 19:46:12
CON-009168,Business,ACC-04585,Vani Gupta,Procurement Manager,True,9344238679,vani@navyacreditservices.com,Bengaluru,USR-205,2025-04-30 01:15:22
CON-009169,Business,ACC-04586,Lakshmi Hiremath,Finance Controller,True,9961798532,lakshmi.hiremath@siliconselfdrivecars.in,Mysuru,USR-204,2021-06-04 19:40:23
CON-009170,Business,ACC-04586,Vidya Agarwal,Admin Head,False,9477205594,vidya@siliconselfdrivecars.in,Mysuru,USR-204,2021-07-02 00:40:55
CON-009171,Business,ACC-04587,Asha Kini,Transport Manager,False,7226396581,asha@hampicabservices.in,Bengaluru,USR-208,2023-04-01 16:42:48
CON-009172,Business,ACC-04588,Prakash Verma,Operations Head,True,9731774627,prakash@shreebalajicabs.in,Bengaluru,USR-204,2024-12-06 01:49:56
CON-009173,Business,ACC-04588,Joseph Acharya,Facilities Manager,False,8840054320,joseph.acharya@shreebalajicabs.in,Bengaluru,USR-204,2024-11-02 12:49:36
CON-009174,Business,ACC-04588,Yogesh Kumar,Finance Controller,True,7942081499,yogesh@shreebalajicabs.in,Bengaluru,USR-204,2024-11-12 00:24:34
CON-009175,Business,ACC-04589,Chetan Menon,Fleet Manager,False,9456414025,chetan@kavericarsubscriptions.com,Hubli,USR-206,2019-09-23 19:05:37
CON-009176,Business,ACC-04590,Tejas Verma,Owner / Director,True,8113939305,tejas.verma@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-11-06 20:16:06
CON-009177,Business,ACC-04590,Yogesh Reddy,Operations Head,True,8350355570,yogesh@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-09-15 07:41:43
CON-009178,Business,ACC-04590,Ravi Kulkarni,Operations Head,True,6631862574,ravi@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-09-06 04:19:14
CON-009179,Business,ACC-04590,Kavya Kini,Procurement Manager,True,9157302586,kavya.kini@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-09-13 02:56:21
CON-009180,Business,ACC-04590,Suma Patil,Admin Head,False,6215663880,suma.patil@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-10-23 05:55:23
CON-009181,Business,ACC-04590,Rajesh Chandra,Owner / Director,True,9398129982,rajesh@crescentcorporatemobil.co.in,Bengaluru,USR-216,2025-09-20 06:22:55
CON-009182,Business,ACC-04591,Shreya Reddy,Fleet Manager,False,9303496320,shreya.reddy@karavaliresorts.in,Hubballi,USR-205,2025-06-03 04:19:27
CON-009183,Business,ACC-04591,Anita Kulkarni,Owner / Director,True,7930074383,anita.kulkarni@karavaliresorts.in,Hubballi,USR-205,2025-04-20 08:21:17
CON-009184,Business,ACC-04591,Girish Kini,Transport Manager,False,6100634180,girish.kini@karavaliresorts.in,Hubballi,USR-205,2025-06-26 06:01:02
CON-009185,Business,ACC-04592,Shashank Verma,Admin Head,False,9530671946,shashank@sriganeshconstructions.co.in,Mangaluru,USR-206,2025-09-14 14:46:33
CON-009186,Business,ACC-04593,Shruti Menon,Operations Head,True,8002341753,shruti.menon@tungafleetservices.com,Bengaluru,USR-202,2026-08-27 13:58:48
CON-009187,Business,ACC-04593,Sowmya Swamy,Transport Manager,False,8564142481,sowmya@tungafleetservices.com,Bengaluru,USR-202,2026-09-10 10:32:50
CON-009188,Business,ACC-04593,Shreya Verma,Operations Head,True,9787709088,shreya.verma@tungafleetservices.com,Bengaluru,USR-202,2026-09-22 00:00:00
CON-009189,Business,ACC-04594,Harsha Menon,Facilities Manager,False,9594504718,harsha.menon@eliteautoleasing.co.in,Bengaluru,USR-216,2019-09-02 03:05:12
CON-009190,Business,ACC-04594,Sanjay Angadi,Owner / Director,True,9591700575,sanjay@eliteautoleasing.co.in,Bengaluru,USR-216,2019-07-23 06:17:54
CON-009191,Business,ACC-04595,Joseph Swamy,Procurement Manager,True,9166149962,joseph@vijayafleetservices.co.in,Bengaluru,USR-204,2026-09-04 04:37:28
CON-009192,Business,ACC-04595,Anil Gowda,Transport Manager,False,6501143340,anil.gowda@vijayafleetservices.co.in,Bengaluru,USR-204,2026-09-22 00:00:00
CON-009193,Business,ACC-04596,Shreya Babu,Operations Head,True,7611403970,shreya@,Mangaluru,USR-214,2020-09-24 17:26:02
CON-009194,Business,ACC-04597,Shilpa Murthy,Admin Head,False,8835209355,shilpamurthy77 @outlook.com,Bengaluru,USR-204,2026-08-28 00:07:27
CON-009195,Business,ACC-04597,Harsha Hegde,Transport Manager,False,7594252269,harshahegde60@gmail.com,Bengaluru,USR-204,2026-09-22 00:00:00
CON-009196,Business,ACC-04598,Divya Kumar,Admin Head,False,9970363098,divya@nammaleasingltd.in,Bengaluru,USR-206,2026-07-08 11:59:13
CON-009197,Business,ACC-04598,Pooja Kamath,Finance Controller,True,9755766519,pooja.kamath@nammaleasingltd.in,Bengaluru,USR-206,2026-08-28 06:37:43
CON-009198,Business,ACC-04599,Suma Kumar,Admin Head,False,9580915699,suma.kumar@siliconcommutesolution.com,Tumakuru,USR-201,2021-05-27 16:55:04
CON-009199,Business,ACC-04599,Suresh Bhat,Procurement Manager,True,9667609612,suresh.bhat@siliconcommutesolution.com,Tumakuru,USR-201,2021-06-09 05:15:18
CON-009200,Business,ACC-04600,Rohan Raju,Procurement Manager,True,9054196638,rohan@sunriseeducationtrust.com,Bengaluru,USR-210,2022-04-27 22:57:49
CON-009201,Business,ACC-04600,Varun Verma,Operations Head,True,8525849605,varun.verma@sunriseeducationtrust.com,Bengaluru,USR-210,2022-06-20 02:44:22
CON-009202,Business,ACC-04601,Mohan Reddy,Operations Head,True,9499342473,mohan.reddy@elitehospital.co.in,Davanagere,USR-211,2020-10-06 13:28:42
CON-009203,Business,ACC-04601,Ritu Iyer,Facilities Manager,False,6721158490,ritu.iyer@elitehospital.co.in,Davanagere,USR-211,2020-11-30 07:57:33
CON-009204,Business,ACC-04601,Meghana Naik,Operations Head,True,8010249295,meghana.naik@elitehospital.co.in,Davanagere,USR-211,2020-11-15 01:21:41
CON-009205,Business,ACC-04602,Meghana Jain,Owner / Director,True,7766141845,meghanajain18@yahoo.co.in,Mangaluru,USR-216,2026-08-29 18:48:57
CON-009206,Business,ACC-04602,Vijay Patil,Facilities Manager,False,9820920537,vijaypatil52@rediffmail.com,Mangaluru,USR-216,2026-08-28 13:39:40
CON-009207,Business,ACC-04603,Akash D'Souza,Admin Head,False,0964249265,,Mysuru,USR-201,2022-05-05 23:28:31
CON-009208,Business,ACC-04603,Amit Kumar,Operations Head,True,6374561239,amit.kumar@sharadaeducationtrust.com,Mysuru,USR-201,2022-04-26 14:03:59
CON-009209,Business,ACC-04603,Mohan Desai,Operations Head,True,9925386991,mohan@sharadaeducationtrust.com,Mysuru,USR-201,2022-07-01 07:53:02
CON-009210,Business,ACC-04604,Vinay Poojary,Procurement Manager,True,6775794455,vinay.poojary@samruddhitaxiservices.co.in,Bengaluru,USR-214,2019-06-24 01:20:53
CON-009211,Business,ACC-04605,Akash D'Souza,Owner / Director,True,8896501614,akashdsouza61@gmail.com,Bengaluru,USR-208,2024-05-23 12:05:25
CON-009212,Business,ACC-04605,Ashwini Pinto,Fleet Manager,False,7090367131,ashwinipinto43@outlook.com,Bengaluru,USR-208,2024-07-13 18:40:00
CON-009213,Business,ACC-04606,Bhavya Raju,Transport Manager,False,9618567887,bhavya@sanjeevinisupermartslt.co.in,Bengaluru,USR-202,2023-01-29 15:32:16
CON-009214,Business,ACC-04607,Shashank Kumar,Owner / Director,True,8041702636,shashank.kumar@swiftcabservices.in,Bengaluru,USR-211,2020-02-20 11:30:32
CON-009215,Business,ACC-04608,Pradeep Fernandes,Fleet Manager,False,0934617833,pradeep.fernandes@rapidhealthcareproduct.com,Bengaluru,USR-206,2024-12-24 21:30:25
CON-009216,Business,ACC-04608,Sneha Fernandes,Procurement Manager,True,6635648003,sneha.fernandes@rapidhealthcareproduct.com,Bengaluru,USR-206,2024-10-24 19:05:49
CON-009217,Business,ACC-04609,Mohan Shetty,Owner / Director,True,7204869702,mohan.shetty@tulasipharmaceuticalsl.com,Hubballi,USR-211,2025-09-25 21:20:03
CON-009218,Business,ACC-04610,Pavan Kulkarni,Facilities Manager,False,8385154099,pavan@chamundifleetleasing.com,Bengaluru,USR-208,2021-07-08 16:47:29
CON-009219,Business,ACC-04610,Shruti Iyer,Fleet Manager,False,9131292923,shruti.iyer@chamundifleetleasing.com,Bengaluru,USR-208,2021-05-14 11:42:11
CON-009220,Business,ACC-04611,Mary Patil,Fleet Manager,False,8605229202,mary@srilakshmicarrentals.com,Bengaluru,USR-202,2026-09-22 00:00:00
CON-009221,Business,ACC-04611,Deepak Murthy,Fleet Manager,False,8775935167,,Bengaluru,USR-202,2026-09-22 00:00:00
CON-009222,Business,ACC-04612,Joseph Menon,Facilities Manager,False,6803816894,joseph.menon@heritageemployeetransp.com,Bengaluru,USR-214,2021-01-14 04:32:34
CON-009223,Business,ACC-04612,Kavya Pinto,Operations Head,True,9358563471,kavya.pinto@heritageemployeetransp.com,Bengaluru,USR-214,2021-01-22 01:16:12
CON-009224,Business,ACC-04613,Harsha Hiremath,Operations Head,True,7857588649,harsha@suryahealthcareproduct.com,Bengaluru,USR-216,2026-07-19 21:55:56
CON-009225,Business,ACC-04613,Naveen Raju,Facilities Manager,False,7533673394,,Bengaluru,USR-216,2026-08-14 07:40:11
CON-009226,Business,ACC-04613,Asha Kulkarni,Admin Head,False,8426518950,asha@suryahealthcareproduct.com,Bengaluru,USR-216,2026-07-24 12:44:11
CON-009227,Business,ACC-04613,Manjunath Fernandes,Facilities Manager,False,0684016846,manjunath.fernandes@suryahealthcareproduct.com,Bengaluru,USR-216,2026-06-12 08:33:56
CON-009228,Business,ACC-04614,Asha Raju,Admin Head,False,9446802012,,Bengaluru,USR-209,2022-10-17 15:49:15
CON-009229,Business,ACC-04614,Naveen Desai,Fleet Manager,False,9426019730,naveen.desai@evergreentaxiservices.in,Bengaluru,USR-209,2022-10-31 17:13:25
CON-009230,Business,ACC-04615,Akshata Kamath,Operations Head,True,9320278302,akshata.kamath@elitecabs.com,Bengaluru,USR-198,2021-05-08 02:38:14
CON-009231,Business,ACC-04616,Vani Khan,Facilities Manager,False,7418294813,,Bengaluru,USR-208,2020-04-17 13:41:11
CON-009232,Business,ACC-04616,Deepa D'Souza,Facilities Manager,False,8050961969,deepa.dsouza@shreebalajihotelsresor.co.in,Bengaluru,USR-208,2020-04-29 21:44:22
CON-009233,Business,ACC-04617,Sameer Bhat,Operations Head,True,6158690548,sameer@shubhamcarhire.in,Bengaluru,USR-209,2026-02-06 04:33:42
CON-009234,Business,ACC-04617,Girish Hegde,Facilities Manager,False,9099729703,girish.hegde@shubhamcarhire.in,Bengaluru,USR-209,2026-02-27 21:34:41
CON-009235,Business,ACC-04617,Bharath Murthy,Operations Head,True,9999999999,bharath@shubhamcarhire.in,Bengaluru,USR-209,2026-04-13 19:45:46
CON-009236,Business,ACC-04618,Sameer D'Souza,Procurement Manager,True,7517585046,sameer@elitestafftransportser.co.in,Tumakuru,USR-214,2019-07-23 12:37:34
CON-009237,Business,ACC-04618,Mary Nair,Operations Head,True,7768639219,mary.nair@elitestafftransportser.co.in,Tumakuru,USR-214,2019-08-04 05:01:15
CON-009238,Business,ACC-04618,Vasanth Kumar,Operations Head,True,9226244785,,Tumakuru,USR-214,2019-09-23 04:04:21
CON-009239,Business,ACC-04619,Asha Agarwal,Owner / Director,True,6066944074,asha.agarwal@primeinfotech.in,Mysuru,USR-214,2025-07-16 15:47:12
CON-009240,Business,ACC-04620,Sowmya Poojary,Operations Head,True,9980301387,sowmya.poojary@navyatravels.in,Bengaluru,USR-215,2024-11-10 18:22:53
CON-009241,Business,ACC-04620,Pallavi Iyer,Procurement Manager,True,6041272046,pallavi.iyer@navyatravels.inn,Bengaluru,USR-215,2025-01-18 10:21:22
CON-009242,Business,ACC-04620,Asha Kamath,Facilities Manager,False,8517500031,asha@navyatravels.in,Bengaluru,USR-215,2025-01-02 13:40:18
CON-009243,Business,ACC-04621,Karthik Gupta,Facilities Manager,False,8886379918,karthik@chaitanyastafftranspor.co.in,Mysuru,USR-208,2019-05-27 12:22:08
CON-009244,Business,ACC-04622,Sneha Khan,Finance Controller,True,8340574614,sneha@ujwalcabservices.in,Bengaluru,USR-211,2021-06-14 10:15:25
CON-009245,Business,ACC-04622,Ayesha Naik,Transport Manager,False,9676392858,ayesha.naik@ujwalcabservices.in,Bengaluru,USR-211,2021-06-04 23:25:16
CON-009246,Business,ACC-04622,Imran Hiremath,Transport Manager,False,9934683678,imran.hiremath@ujwalcabservices.in,Bengaluru,USR-211,2021-03-22 19:00:45
CON-009247,Business,ACC-04623,Zoya Fernandes,Admin Head,False,8859394033,zoya.fernandes@tulasiemployeetranspor.com,Bengaluru ,USR-216,2023-06-21 15:33:20
CON-009248,Business,ACC-04624,Akash Poojary,Admin Head,False,7698112044,akash.poojary@pragatiretail.com,Belagavi,USR-205,2023-01-31 23:41:41
CON-009249,Business,ACC-04624,Sowmya Shenoy,Facilities Manager,False,6787773077,sowmya.shenoy@pragatiretail.com,Belagavi,USR-205,2022-12-25 09:31:27
CON-009250,Business,ACC-04624,Sandeep Acharya,Owner / Director,True,6165016680,sandeep.acharya@pragatiretail.com,Belagavi,USR-205,2022-12-30 11:52:50
CON-009251,Business,ACC-04625,Varun Pai,Procurement Manager,True,9798276846,varun.pai@pragatitraders.co.in,Bengaluru,USR-211,2025-02-15 14:10:10
CON-009252,Business,ACC-04625,Swathi Pai,Owner / Director,True,9723821798,swathi@pragatitraders.co.in,Bengaluru,USR-211,2025-02-02 12:20:35
CON-009253,Business,ACC-04626,Suresh Babu,Procurement Manager,True,9954498530,suresh.babu@galaxymultispecialityh.in,Bengaluru,USR-215,2024-11-16 12:31:05
CON-009254,Business,ACC-04627,Vinay Nair,Finance Controller,True,9663094061,vinay.nair@omkarcorporatemobility.in,Bengaluru,USR-206,2021-01-21 12:51:37
CON-009255,Business,ACC-04628,Rohan Verma,Admin Head,False,7835986246,rohan.verma@orbittravels.com,Mysuru,USR-204,2025-12-25 13:46:31
CON-009256,Business,ACC-04628,Akash Jain,Finance Controller,True,9773428413,akash@orbittravels.com,Mysuru,USR-204,2025-11-12 12:27:17
CON-009257,Business,ACC-04628,Chetan Hiremath,Admin Head,False,9463271503,chetan.hiremath@orbittravels.com,Mysuru,USR-204,2025-11-11 02:39:39
CON-009258,Business,ACC-04629,Sanjay Poojary,Finance Controller,True,6666666666,sanjay@metrocommutesolutions.in,Shivamogga,USR-202,2026-01-15 17:36:52
CON-009259,Business,ACC-04629,Sameer D'Souza,Procurement Manager,True,9894726205,sameer@metrocommutesolutions.in,Shivamogga,USR-202,2026-04-15 00:57:38
CON-009260,Business,ACC-04629,Neha Acharya,Procurement Manager,True,6583416812,neha.acharya@metrocommutesolutions.in,Shivamogga,USR-202,2026-04-03 01:29:12
CON-009261,Business,ACC-04629,Joseph Patil,Procurement Manager,True,0683322010,joseph.patil@metrocommutesolutions.in,Shivamogga,USR-202,2026-04-20 09:51:17
CON-009262,Business,ACC-04630,Aarav Bhat,Owner / Director,True,6390920914,aarav@navyatourstravels.com,Bengaluru,USR-206,2025-06-08 10:56:31
CON-009263,Business,ACC-04630,Karthik Kumar,Fleet Manager,False,9475381387,karthik.kumar@navyatourstravels.com,Bengaluru,USR-206,2025-04-09 13:03:53
CON-009264,Business,ACC-04630,Rashmi Joshi,Owner / Director,True,6335206921,rashmi.joshi@navyatourstravels.com,Bengaluru,USR-206,2025-03-22 18:02:29
CON-009265,Business,ACC-04631,Shilpa Prasad,Operations Head,True,7484099509,,Bengaluru,USR-213,2020-08-08 17:29:47
CON-009266,Business,ACC-04631,Ravi Murthy,Facilities Manager,False,6083774955,ravi@heritagelifesciences.in,Bengaluru,USR-213,2020-09-01 14:34:58
CON-009267,Business,ACC-04631,Vinod Agarwal,Procurement Manager,True,9253789528,vinod@heritagelifesciences.in,Bengaluru,USR-213,2020-08-29 22:48:51
CON-009268,Business,ACC-04632,Chaitra Iyer,Procurement Manager,True,6773446678,chaitra.iyer@shubhamsupermartsltd.in,Bengaluru,USR-209,2025-08-02 03:57:02
CON-009269,Business,ACC-04633,Akshata Shenoy,Procurement Manager,True,9670704763,akshata@suvarnacabs.com,Bengaluru,USR-214,2026-01-16 02:10:55
CON-009270,Business,ACC-04633,Manjunath Acharya,Facilities Manager,False,9717265982,manjunath.acharya@suvarnacabs.com,Bengaluru,USR-214,2026-03-31 07:55:48
CON-009271,Business,ACC-04634,Ganesh Pinto,Finance Controller,True,8897442052,ganesh@sanjeevinidigitalsyste.co.in,Bengaluru,USR-211,2025-04-04 13:54:51
CON-009272,Business,ACC-04635,Srinivas Reddy,Finance Controller,True,9639285644,srinivas@srilakshmitraders.in,Bengaluru,USR-211,2026-09-19 14:50:23
CON-009273,Business,ACC-04635,Abhishek Iyer,Transport Manager,False,9233753528,abhishek@srilakshmitraders.in,Bengaluru,USR-211,2026-06-29 13:33:50
CON-009274,Business,ACC-04635,Keerthi Jain,Finance Controller,True,9890119307,keerthi.jain@srilakshmitraders.in,Bengaluru,USR-211,2026-07-27 17:35:08
CON-009275,Business,ACC-04636,Mahesh Bhat,Facilities Manager,False,9153114954,mahesh.bhat@siliconhealthcareprodu.in,Bengaluru,USR-202,2026-04-17 17:02:14
CON-009276,Business,ACC-04636,Vijay Kulkarni,Transport Manager,False,9441826206,vijay.kulkarni@siliconhealthcareprodu.in,Bengaluru,USR-202,2026-04-10 06:48:04
CON-009277,Business,ACC-04636,Vijay Hiremath,Fleet Manager,False,9305795400,vijay@siliconhealthcareprodu.in,Bengaluru,USR-202,2026-03-20 02:08:41
CON-009278,Business,ACC-04637,Tejas Prasad,Fleet Manager,False,9226806713,tejas@sharavathicabservices.in,Mysuru,USR-206,2021-12-01 17:30:41
CON-009279,Business,ACC-04637,Manoj Naik,Fleet Manager,False,8758062000,manoj.naik@sharavathicabservices.inn,Mysuru,USR-206,2021-11-14 16:23:46
CON-009280,Business,ACC-04637,Ravi D'Souza,Transport Manager,False,9707481110,ravi@sharavathicabservices.in,Mysuru,USR-206,2022-01-05 19:52:46
CON-009281,Business,ACC-04637,Anil Fernandes,Admin Head,False,9045115612,anil.fernandes@sharavathicabservices.in,Mysuru,USR-206,2022-01-31 15:45:13
CON-009282,Business,ACC-04638,Rashmi Shenoy,Admin Head,False,9978068290,rashmi@chamundipublicschool.co.in,Belagavi,USR-208,2023-11-29 17:24:28
CON-009283,Business,ACC-04638,Imran Desai,Fleet Manager,False,9932428729,imran.desai@chamundipublicschool.co.in,Belagavi,USR-208,2023-08-23 06:39:31
CON-009284,Business,ACC-04639,Shruti Pai,Finance Controller,True,9103573872,shruti.pai@garudamobilityservices.co.in,Bengaluru,USR-209,2023-09-21 17:17:55
CON-009285,Business,ACC-04640,Sandeep Acharya,Transport Manager,False,9003454872,sandeep@primediagnostics.in,Bengaluru ,USR-211,2023-01-15 17:10:32
CON-009286,Business,ACC-04640,Nayana Kumar,Finance Controller,True,9465084223,nayana.kumar@primediagnostics.in,Bengaluru ,USR-211,2023-03-03 15:13:33
