IssueType,Table,RecordID,RelatedRecordID,Detail
duplicate_lead,fact_leads,LD-0104402,LD-0061720,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104403,LD-0095568,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104404,LD-0061236,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104405,LD-0016688,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104406,LD-0065805,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104407,LD-0067948,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104408,LD-0065693,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104409,LD-0019807,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104410,LD-0010447,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104411,LD-0067046,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104412,LD-0064810,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104413,LD-0072738,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104414,LD-0072983,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104415,LD-0076389,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104416,LD-0050107,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104417,LD-0013178,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104418,LD-0000469,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104419,LD-0003976,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104420,LD-0065602,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104421,LD-0013101,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104422,LD-0022026,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104423,LD-0097673,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104424,LD-0053086,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104425,LD-0015472,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104426,LD-0052463,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104427,LD-0065148,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104428,LD-0023133,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104429,LD-0074174,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104430,LD-0071615,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104431,LD-0009997,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104432,LD-0098995,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104433,LD-0062048,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104434,LD-0058750,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104435,LD-0008791,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104436,LD-0036451,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104437,LD-0070274,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104438,LD-0091699,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104439,LD-0006695,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104440,LD-0095251,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104441,LD-0076221,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104442,LD-0039734,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104443,LD-0074841,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104444,LD-0029090,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104445,LD-0006280,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104446,LD-0063260,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104447,LD-0080308,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104448,LD-0095938,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104449,LD-0047714,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104450,LD-0050218,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104451,LD-0036854,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104452,LD-0008846,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104453,LD-0003082,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104454,LD-0023134,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104455,LD-0043359,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104456,LD-0071923,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104457,LD-0003344,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104458,LD-0074484,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104459,LD-0090245,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104460,LD-0045620,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104461,LD-0011285,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104462,LD-0032880,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104463,LD-0038895,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104464,LD-0015368,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104465,LD-0057922,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104466,LD-0036841,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104467,LD-0054194,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104468,LD-0010375,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104469,LD-0019490,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104470,LD-0021765,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104471,LD-0036234,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104472,LD-0027155,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104473,LD-0029170,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104474,LD-0021896,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104475,LD-0000448,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104476,LD-0046764,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104477,LD-0101329,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104478,LD-0014944,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104479,LD-0003284,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104480,LD-0042031,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104481,LD-0027688,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104482,LD-0022429,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104483,LD-0029078,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104484,LD-0074880,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104485,LD-0039994,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104486,LD-0024385,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104487,LD-0032009,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104488,LD-0034783,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104489,LD-0086397,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104490,LD-0075458,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104491,LD-0040802,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104492,LD-0094555,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104493,LD-0033639,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104494,LD-0044983,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104495,LD-0060268,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104496,LD-0099448,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104497,LD-0068535,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104498,LD-0052683,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104499,LD-0017133,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104500,LD-0027071,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104501,LD-0024660,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104502,LD-0069620,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104503,LD-0029413,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104504,LD-0046104,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104505,LD-0031590,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104506,LD-0028754,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104507,LD-0094864,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104508,LD-0090296,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104509,LD-0100379,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104510,LD-0048633,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104511,LD-0030088,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104512,LD-0076539,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104513,LD-0033658,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104514,LD-0099822,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104515,LD-0057461,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104516,LD-0102724,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104517,LD-0009788,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104518,LD-0069178,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104519,LD-0053940,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104520,LD-0039542,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104521,LD-0082184,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104522,LD-0016117,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104523,LD-0035161,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104524,LD-0063357,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104525,LD-0005469,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104526,LD-0030161,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104527,LD-0050227,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104528,LD-0011146,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104529,LD-0005816,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104530,LD-0011775,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104531,LD-0086020,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104532,LD-0044357,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104533,LD-0004452,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104534,LD-0087346,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104535,LD-0001993,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104536,LD-0095873,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104537,LD-0026222,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104538,LD-0094982,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104539,LD-0101866,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104540,LD-0059625,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104541,LD-0029064,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104542,LD-0018906,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104543,LD-0077294,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104544,LD-0023078,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104545,LD-0043748,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104546,LD-0074375,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104547,LD-0040470,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104548,LD-0070715,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104549,LD-0065263,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104550,LD-0047930,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104551,LD-0062050,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104552,LD-0034924,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104553,LD-0090839,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104554,LD-0086085,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104555,LD-0037431,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104556,LD-0101420,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104557,LD-0096401,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104558,LD-0059601,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104559,LD-0048877,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104560,LD-0094862,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104561,LD-0051880,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104562,LD-0006920,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104563,LD-0042243,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104564,LD-0000075,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104565,LD-0001124,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104566,LD-0031487,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104567,LD-0063680,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104568,LD-0099755,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104569,LD-0092501,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104570,LD-0071545,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104571,LD-0056113,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104572,LD-0034768,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104573,LD-0046767,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104574,LD-0076425,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104575,LD-0007032,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104576,LD-0006836,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104577,LD-0036030,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104578,LD-0037619,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104579,LD-0047871,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104580,LD-0078871,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104581,LD-0032661,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104582,LD-0042359,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104583,LD-0030446,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104584,LD-0048445,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104585,LD-0011300,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104586,LD-0031160,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104587,LD-0096015,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104588,LD-0015561,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104589,LD-0075564,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104590,LD-0044595,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104591,LD-0006466,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104592,LD-0021260,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104593,LD-0042149,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104594,LD-0090317,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104595,LD-0034526,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104596,LD-0092346,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104597,LD-0061947,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104598,LD-0004795,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104599,LD-0090136,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104600,LD-0004345,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104601,LD-0022024,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104602,LD-0023515,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104603,LD-0037404,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104604,LD-0033935,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104605,LD-0028528,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104606,LD-0031748,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104607,LD-0051672,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104608,LD-0067161,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104609,LD-0012529,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104610,LD-0049340,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104611,LD-0030750,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104612,LD-0044342,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104613,LD-0028502,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104614,LD-0010384,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104615,LD-0051490,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104616,LD-0087218,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104617,LD-0056551,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104618,LD-0098577,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104619,LD-0073607,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104620,LD-0025131,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104621,LD-0057300,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104622,LD-0009826,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104623,LD-0092301,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104624,LD-0084526,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104625,LD-0032992,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104626,LD-0003312,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104627,LD-0098062,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104628,LD-0055052,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104629,LD-0079208,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104630,LD-0096298,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104631,LD-0061290,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104632,LD-0015907,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104633,LD-0063064,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104634,LD-0096573,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104635,LD-0001693,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104636,LD-0040096,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104637,LD-0070528,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104638,LD-0015873,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104639,LD-0050895,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104640,LD-0103175,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104641,LD-0091275,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104642,LD-0013616,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104643,LD-0100640,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104644,LD-0065787,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104645,LD-0097979,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104646,LD-0035591,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104647,LD-0041426,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104648,LD-0009837,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104649,LD-0007471,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104650,LD-0030412,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104651,LD-0086931,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104652,LD-0093878,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104653,LD-0033652,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104654,LD-0040927,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104655,LD-0082385,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104656,LD-0090213,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104657,LD-0003381,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104658,LD-0012130,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104659,LD-0024259,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104660,LD-0039024,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104661,LD-0094823,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104662,LD-0028012,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104663,LD-0014782,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104664,LD-0063085,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104665,LD-0016459,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104666,LD-0001065,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104667,LD-0038285,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104668,LD-0097500,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104669,LD-0000927,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104670,LD-0016750,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104671,LD-0016204,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104672,LD-0058348,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104673,LD-0039194,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104674,LD-0056576,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104675,LD-0004342,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104676,LD-0101825,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104677,LD-0022331,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104678,LD-0079758,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104679,LD-0001934,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104680,LD-0031845,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104681,LD-0065305,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104682,LD-0067137,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104683,LD-0014398,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104684,LD-0017161,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104685,LD-0016851,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104686,LD-0074337,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104687,LD-0047163,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104688,LD-0093506,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104689,LD-0028197,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104690,LD-0042482,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104691,LD-0082145,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104692,LD-0004051,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104693,LD-0053563,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104694,LD-0087834,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104695,LD-0093618,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104696,LD-0001936,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104697,LD-0102632,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104698,LD-0016754,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104699,LD-0019351,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104700,LD-0097011,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104701,LD-0088151,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104702,LD-0004142,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104703,LD-0000754,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104704,LD-0082872,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104705,LD-0037564,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104706,LD-0091053,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104707,LD-0066043,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104708,LD-0075352,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104709,LD-0088604,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104710,LD-0018688,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104711,LD-0093682,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104712,LD-0080292,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104713,LD-0051485,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104714,LD-0008653,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104715,LD-0079413,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104716,LD-0006554,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104717,LD-0072163,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104718,LD-0071904,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104719,LD-0054830,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104720,LD-0027888,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104721,LD-0099895,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104722,LD-0024319,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104723,LD-0038717,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104724,LD-0020750,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104725,LD-0040195,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104726,LD-0065956,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104727,LD-0084327,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104728,LD-0102813,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104729,LD-0049183,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104730,LD-0046676,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104731,LD-0064851,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104732,LD-0012851,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104733,LD-0053144,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104734,LD-0053456,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104735,LD-0094361,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104736,LD-0102042,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104737,LD-0061783,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104738,LD-0073043,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104739,LD-0023558,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104740,LD-0078504,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104741,LD-0069863,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104742,LD-0002777,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104743,LD-0068944,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104744,LD-0036288,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104745,LD-0019441,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104746,LD-0062446,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104747,LD-0005490,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104748,LD-0094085,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104749,LD-0062524,Same customer enquired again via another source
duplicate_lead,fact_leads,LD-0104750,LD-0036407,Same customer enquired again via another source
